Dataset,Id,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtFullBath,BsmtUnfSF,Fireplaces,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,LotArea,LotFrontage,MSSubClass,MasVnrArea,MoSold,OpenPorchSF,OverallCond,OverallQual,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
train,666,7.290292882446597,6.82001636467413,3.0,5.236441962829949,0.0,4.718498871295094,0.6931471805599453,2.0,596.0,2.0,1965.0,7.7752758464868625,0.6931471805599453,9.822873848541882,4.23410650459726,4.110873864173311,4.736198448394496,8.0,5.583496308781699,1.791759469228055,6.0,2.0794415416798357,6.92951677076365,0.0,1965.0,1979.0,2007.0
train,667,7.426549072397305,0.0,3.0,7.037905963447182,0.6931471805599453,5.602118820879701,0.6931471805599453,2.0,575.0,2.0,1994.0,7.426549072397305,0.0,9.002824076547672,4.189654742026425,3.044522437723423,5.556828061699537,10.0,3.7612001156935624,1.791759469228055,6.0,2.0794415416798357,7.25063551189868,5.41610040220442,1994.0,1998.0,2008.0
train,668,7.271008538280992,0.0,3.0,6.8966943316227125,0.6931471805599453,5.303304908059076,0.6931471805599453,1.0,576.0,2.0,1999.0,7.271008538280992,0.6931471805599453,9.559305672844863,4.23410650459726,3.044522437723423,0.0,11.0,0.0,1.9459101490553132,5.0,1.9459101490553132,7.080867896690782,5.720311776607412,1956.0,1987.0,2006.0
train,669,7.074116816197362,0.0,2.0,0.0,0.0,6.55250788703459,0.6931471805599453,1.0,252.0,1.0,1922.0,7.074116816197362,0.0,9.358846580275406,4.394449154672439,3.4339872044851463,0.0,7.0,0.0,1.791759469228055,4.0,1.791759469228055,6.55250788703459,0.0,1922.0,1950.0,2006.0
train,670,6.6052979209482015,6.6052979209482015,3.0,5.267858159063328,0.6931471805599453,6.302618975744905,0.0,2.0,540.0,2.0,2005.0,7.29776828253138,0.6931471805599453,9.063463176115423,4.174387269895637,4.110873864173311,0.0,2.0,3.58351893845611,1.791759469228055,6.0,2.0794415416798357,6.6052979209482015,4.61512051684126,2005.0,2005.0,2009.0
train,671,6.548219102762372,6.511745329644728,3.0,6.313548046277095,0.6931471805599453,4.804021044733257,0.0,2.0,300.0,1.0,1930.0,7.222566018822171,0.0,8.799360083179907,4.007333185232471,4.2626798770413155,0.0,7.0,0.0,1.9459101490553132,6.0,1.9459101490553132,6.511745329644728,4.997212273764115,1925.0,1950.0,2009.0
train,672,7.097548850614793,0.0,3.0,6.643789733147672,0.6931471805599453,6.091309882077698,0.6931471805599453,1.0,546.0,2.0,1977.0,7.097548850614793,0.6931471805599453,9.328212292571072,4.23410650459726,3.044522437723423,0.0,6.0,3.7612001156935624,1.9459101490553132,6.0,1.9459101490553132,7.097548850614793,5.293304824724492,1977.0,1977.0,2006.0
train,673,7.517520850603031,0.0,3.0,7.079184394609668,0.6931471805599453,5.676753802268282,1.0986122886681098,2.0,416.0,2.0,1957.0,7.517520850603031,0.0,9.577965147101168,4.709530201312334,3.044522437723423,4.672828834461906,6.0,4.477336814478207,2.0794415416798357,6.0,2.0794415416798357,7.298445101508147,0.0,1957.0,2004.0,2007.0
train,674,7.036148493750536,0.0,3.0,6.794586580876499,0.6931471805599453,5.501258210544727,0.6931471805599453,1.0,384.0,1.0,1965.0,7.036148493750536,0.0,9.127067452782361,4.394449154672439,3.044522437723423,0.0,7.0,0.0,1.9459101490553132,6.0,1.791759469228055,7.036148493750536,6.056784013228625,1965.0,1965.0,2008.0
train,675,6.752270376141742,6.375024819828097,3.0,5.7430031878094825,0.0,6.300785794663244,0.6931471805599453,2.0,440.0,2.0,1978.0,7.273786317844895,0.6931471805599453,7.736307096548285,3.2188758248682006,5.081404364984463,0.0,4.0,0.0,1.9459101490553132,6.0,2.0794415416798357,6.752270376141742,3.367295829986474,1978.0,1978.0,2009.0
train,676,6.999422467507961,6.522092798170152,4.0,0.0,0.6931471805599453,6.999422467507961,0.0,2.0,779.0,3.0,1920.0,7.4815557019095165,0.0,9.169622538697624,4.110873864173311,4.2626798770413155,0.0,5.0,0.0,1.0986122886681098,4.0,2.1972245773362196,6.999422467507961,0.0,1900.0,1950.0,2006.0
train,677,6.675823221634848,0.0,2.0,0.0,0.0,6.645090969505644,0.0,1.0,240.0,1.0,1924.0,6.675823221634848,0.0,9.107532151994501,3.970291913552122,3.4339872044851463,0.0,5.0,0.0,2.1972245773362196,5.0,1.791759469228055,6.645090969505644,5.75890177387728,1924.0,2006.0,2009.0
train,678,7.624130585661289,0.0,3.0,0.0,0.0,7.624130585661289,0.6931471805599453,2.0,834.0,3.0,2008.0,7.624130585661289,0.6931471805599453,9.379661116592885,4.394449154672439,3.044522437723423,6.142037405587356,7.0,4.418840607796598,1.791759469228055,8.0,2.0794415416798357,7.624130585661289,5.777652323222656,2008.0,2008.0,2009.0
train,679,6.8966943316227125,0.0,3.0,6.71901315438526,0.6931471805599453,5.087596335232384,0.0,1.0,572.0,2.0,1963.0,6.8966943316227125,0.0,9.204925739274683,4.23410650459726,3.044522437723423,4.060443010546419,10.0,0.0,1.791759469228055,5.0,1.791759469228055,6.8966943316227125,0.0,1961.0,1961.0,2007.0
train,680,6.828712071641684,0.0,2.0,6.298949246855942,0.0,5.568344503761097,0.6931471805599453,2.0,264.0,1.0,1980.0,6.828712071641684,0.0,8.98882050177807,3.9318256327243257,4.795790545596741,0.0,5.0,0.0,1.791759469228055,6.0,1.791759469228055,6.828712071641684,4.394449154672439,1980.0,1980.0,2010.0
train,681,6.744059186311348,6.511745329644728,3.0,5.209486152841421,0.0,6.416732282512326,0.0,1.0,281.0,1.0,1968.0,7.327123292259293,0.0,8.412054873292933,4.02535169073515,3.9318256327243257,0.0,7.0,0.0,1.791759469228055,5.0,1.9459101490553132,6.677083461247136,0.0,1932.0,2000.0,2009.0
train,682,7.163946684342547,0.0,2.0,6.911747300251674,0.6931471805599453,5.666426688112432,0.6931471805599453,1.0,431.0,2.0,1996.0,7.163946684342547,0.0,7.968319500012717,4.23410650459726,4.795790545596741,0.0,11.0,0.0,1.791759469228055,6.0,1.9459101490553132,7.163946684342547,5.730099782973574,1996.0,1997.0,2008.0
train,683,7.419979923661835,0.0,3.0,6.966024187106113,0.6931471805599453,6.342121418721152,0.6931471805599453,2.0,702.0,3.0,2002.0,7.419979923661835,0.0,9.328034514792826,4.51085950651685,3.044522437723423,5.375278407684165,7.0,3.828641396489095,1.791759469228055,9.0,2.0794415416798357,7.394493107219038,5.552959584921617,2002.0,2002.0,2007.0
train,684,7.086737934510577,6.4692503167957724,4.0,0.0,0.0,7.086737934510577,0.0,2.0,486.0,2.0,1998.0,7.517520850603031,0.6931471805599453,9.727406483331627,4.07753744390572,4.110873864173311,3.4339872044851463,6.0,4.406719247264253,1.791759469228055,7.0,2.0794415416798357,7.086737934510577,0.0,1998.0,1998.0,2010.0
train,685,7.0825485693553,6.803505257608338,3.0,6.720220155135295,0.6931471805599453,5.198497031265826,0.6931471805599453,2.0,577.0,2.0,1984.0,7.645397699428633,0.0,8.529714471969909,4.23410650459726,5.081404364984463,0.0,9.0,0.0,1.791759469228055,7.0,1.9459101490553132,7.0825485693553,5.393627546352362,1984.0,1984.0,2007.0
train,686,6.774223886357614,6.78897174299217,3.0,0.0,0.0,6.774223886357614,0.0,3.0,578.0,2.0,2007.0,7.474204806496124,0.0,9.23092700558457,4.442651256490317,4.110873864173311,0.0,8.0,4.663439094112067,1.9459101490553132,7.0,2.0794415416798357,6.774223886357614,4.976733742420574,2007.0,2007.0,2007.0
train,687,6.313548046277095,6.313548046277095,2.0,5.480638923341991,0.0,5.746203190540153,0.0,2.0,480.0,2.0,2004.0,7.005789019253503,0.6931471805599453,8.53817159780143,4.23410650459726,5.081404364984463,0.0,3.0,4.110873864173311,1.791759469228055,7.0,1.6094379124341003,6.313548046277095,0.0,2004.0,2004.0,2007.0
train,688,7.258412150595307,0.0,2.0,6.852242569051878,0.6931471805599453,6.163314804034641,0.6931471805599453,2.0,567.0,2.0,2007.0,7.258412150595307,0.0,8.998384010052538,4.110873864173311,3.044522437723423,0.0,10.0,0.0,1.9459101490553132,8.0,2.0794415416798357,7.258412150595307,4.948759890378168,2007.0,2007.0,2007.0
train,689,7.217443431696533,0.0,2.0,3.044522437723423,0.0,7.202661196523238,0.6931471805599453,2.0,460.0,2.0,2005.0,7.217443431696533,0.0,8.933004591578547,4.127134385045092,4.795790545596741,5.54907608489522,6.0,3.367295829986474,1.791759469228055,6.0,1.9459101490553132,7.217443431696533,5.262690188904886,2005.0,2006.0,2007.0
train,690,6.744059186311348,0.0,1.0,6.548219102762372,0.6931471805599453,5.0238805208462765,0.6931471805599453,1.0,420.0,2.0,2004.0,6.744059186311348,0.0,8.395477432732141,4.23410650459726,4.795790545596741,4.997212273764115,5.0,0.0,1.791759469228055,6.0,1.3862943611198906,6.744059186311348,5.0106352940962555,2004.0,2004.0,2008.0
train,691,7.801800401908973,7.5352967024440884,4.0,7.283448228756631,0.0,6.897704943128636,1.0986122886681098,3.0,832.0,3.0,1994.0,8.370315995555478,0.6931471805599453,9.977481232444454,4.653960350157523,4.110873864173311,7.065613363597717,1.0,3.9318256327243257,1.9459101490553132,10.0,2.3978952727983707,7.801800401908973,5.948034989180646,1994.0,1995.0,2007.0
train,692,7.122059881629142,7.156176637480615,4.0,6.873163834212518,0.6931471805599453,5.5053315359323625,1.0986122886681098,2.0,628.0,2.0,1989.0,7.832014180505469,0.6931471805599453,10.172712841637342,3.7612001156935624,4.110873864173311,5.683579767338681,4.0,3.332204510175204,1.791759469228055,7.0,2.302585092994046,7.099201743553092,5.771441123130016,1989.0,1990.0,2006.0
train,693,6.97914527506881,0.0,2.0,0.0,0.0,6.97914527506881,0.0,1.0,326.0,1.0,1968.0,6.97914527506881,0.0,8.594339400592892,4.110873864173311,3.4339872044851463,0.0,12.0,0.0,1.9459101490553132,5.0,1.6094379124341003,6.97914527506881,0.0,1921.0,1968.0,2006.0
train,694,6.97354301952014,6.159095388491933,3.0,0.0,0.0,6.833031732786201,0.0,1.0,576.0,2.0,1995.0,7.3395376954076745,0.6931471805599453,8.71948076085107,3.9512437185814275,3.9318256327243257,0.0,4.0,0.0,1.9459101490553132,5.0,1.791759469228055,6.833031732786201,4.727387818712341,1936.0,1950.0,2009.0
train,695,7.037027614686276,0.0,2.0,6.8885724595653635,0.6931471805599453,4.532599493153256,0.6931471805599453,2.0,551.0,2.0,1987.0,7.037027614686276,0.0,9.533293058509884,4.007333185232471,3.044522437723423,4.290459441148391,7.0,0.0,1.9459101490553132,6.0,1.791759469228055,7.014814351275545,4.836281906951478,1987.0,1987.0,2006.0
train,696,6.424869023905388,0.0,2.0,6.424869023905388,0.0,0.0,0.0,1.0,205.0,1.0,1921.0,6.424869023905388,0.0,8.699681400989514,3.9318256327243257,3.4339872044851463,0.0,6.0,0.0,2.0794415416798357,5.0,1.6094379124341003,6.424869023905388,0.0,1921.0,1950.0,2006.0
train,697,7.046647277848756,0.0,2.0,5.351858133476067,0.0,5.393627546352362,0.0,1.0,308.0,1.0,1952.0,7.046647277848756,0.0,8.76732914779405,4.060443010546419,3.044522437723423,0.0,9.0,0.0,2.0794415416798357,5.0,1.9459101490553132,6.8885724595653635,0.0,1952.0,1952.0,2006.0
train,698,6.796823718274855,0.0,3.0,6.317164686747284,0.6931471805599453,5.41610040220442,0.6931471805599453,1.0,336.0,1.0,1973.0,6.796823718274855,0.0,9.042040056544483,4.189654742026425,3.044522437723423,0.0,4.0,4.976733742420574,2.1972245773362196,5.0,1.791759469228055,6.796823718274855,6.0330862217988015,1965.0,2009.0,2010.0
train,699,7.238496840894365,0.0,2.0,2.833213344056216,0.0,7.226936018493289,0.0,2.0,530.0,2.0,2004.0,7.238496840894365,0.0,8.36240897761537,4.0943445622221,4.795790545596741,0.0,7.0,5.0689042022202315,1.791759469228055,7.0,1.791759469228055,7.238496840894365,5.056245805348308,2004.0,2004.0,2008.0
train,700,7.496097345175956,0.0,3.0,7.150701457592526,0.6931471805599453,6.267200548541362,0.6931471805599453,2.0,765.0,3.0,2002.0,7.496097345175956,0.0,9.570250078424845,4.454347296253507,3.044522437723423,6.447305862541213,5.0,4.3694478524670215,1.791759469228055,8.0,2.0794415416798357,7.496097345175956,5.602118820879701,2002.0,2002.0,2006.0
train,701,7.060476365999801,0.0,3.0,0.0,0.0,7.060476365999801,0.0,1.0,528.0,2.0,1969.0,7.060476365999801,0.6931471805599453,9.169622538697624,4.394449154672439,3.044522437723423,5.1298987149230735,7.0,0.0,1.791759469228055,7.0,1.9459101490553132,7.060476365999801,0.0,1969.0,1969.0,2006.0
train,702,7.142827401161621,7.180069874302796,4.0,0.0,0.0,7.118826249062078,0.6931471805599453,2.0,666.0,3.0,2006.0,7.854381210652365,0.6931471805599453,9.428591977209965,4.418840607796598,4.110873864173311,6.1463292576688975,7.0,4.61512051684126,1.791759469228055,8.0,2.3978952727983707,7.118826249062078,5.783825182329737,2006.0,2006.0,2006.0
train,703,6.940222469119639,6.660575149839686,4.0,0.0,0.0,5.8888779583328805,0.6931471805599453,2.0,672.0,2.0,1999.0,7.502738210754851,0.0,8.939974177289633,4.343805421853684,5.25227342804663,0.0,5.0,0.0,2.302585092994046,5.0,2.1972245773362196,5.8888779583328805,5.84354441703136,1900.0,1996.0,2010.0
train,704,7.3031700512368,0.0,3.0,6.569481420414296,0.6931471805599453,6.635946555686647,0.0,2.0,606.0,2.0,2004.0,7.3031700512368,0.0,9.036106025364846,4.2626798770413155,3.044522437723423,4.700480365792417,5.0,3.58351893845611,1.791759469228055,7.0,2.0794415416798357,7.295735072749282,0.0,2004.0,2005.0,2010.0
train,705,5.921578419643816,6.580639137284949,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1930.0,6.996681488176539,0.0,8.630700432209832,4.2626798770413155,5.25227342804663,0.0,7.0,0.0,1.791759469228055,4.0,2.0794415416798357,0.0,0.0,1930.0,1950.0,2010.0
train,706,7.509335266016592,0.0,2.0,7.106606137727303,0.6931471805599453,6.052089168924417,1.0986122886681098,2.0,739.0,2.0,1971.0,7.509335266016592,0.0,11.65399090524883,4.23410650459726,3.044522437723423,5.863631175598097,6.0,3.8918202981106265,1.791759469228055,7.0,1.791759469228055,7.404887575616125,5.942799375126701,1971.0,2002.0,2007.0
train,707,7.1891677384203225,0.0,2.0,6.761572768804055,0.6931471805599453,6.135564891081739,0.6931471805599453,2.0,550.0,2.0,2006.0,7.1891677384203225,0.0,8.738895704934043,3.8918202981106265,4.795790545596741,5.176149732573829,12.0,3.6635616461296463,1.791759469228055,8.0,1.9459101490553132,7.1891677384203225,5.262690188904886,2006.0,2006.0,2009.0
train,708,6.591673732008658,6.591673732008658,3.0,0.0,0.0,6.591673732008658,0.6931471805599453,2.0,400.0,2.0,2007.0,7.284134806195205,0.6931471805599453,9.107088742165708,4.189654742026425,4.110873864173311,0.0,7.0,3.2188758248682006,1.791759469228055,7.0,2.1972245773362196,6.591673732008658,4.61512051684126,2007.0,2007.0,2007.0
train,709,6.807934943699926,0.0,3.0,0.0,0.0,6.776506992372183,0.0,1.0,408.0,1.0,1966.0,6.807934943699926,0.0,8.876684166614451,4.23410650459726,3.044522437723423,3.7376696182833684,12.0,0.0,2.0794415416798357,5.0,1.9459101490553132,6.776506992372183,0.0,1966.0,1966.0,2008.0
train,710,6.593044534142437,0.0,2.0,0.0,0.0,5.602118820879701,0.0,1.0,0.0,0.0,1935.0,6.593044534142437,0.0,8.326274787396764,4.04305126783455,3.4339872044851463,0.0,7.0,0.0,1.9459101490553132,3.0,1.791759469228055,5.602118820879701,0.0,1935.0,2003.0,2008.0
train,711,6.756932389247553,5.768320995793772,2.0,0.0,0.0,6.756932389247553,0.0,1.0,384.0,1.0,1964.0,7.072421900537371,0.0,9.072571442231286,4.204692619390966,3.9318256327243257,0.0,1.0,0.0,2.0794415416798357,4.0,2.0794415416798357,6.756932389247553,4.23410650459726,1900.0,1950.0,2010.0
train,712,7.113956109566034,0.0,2.0,6.643789733147672,0.6931471805599453,6.135564891081739,0.6931471805599453,2.0,472.0,2.0,1988.0,7.113956109566034,0.0,8.449342524508063,3.713572066704308,4.795790545596741,0.0,10.0,4.795790545596741,1.791759469228055,8.0,1.791759469228055,7.113956109566034,5.1298987149230735,1988.0,1989.0,2008.0
train,713,6.8679744089702925,0.0,3.0,6.672032945461067,0.6931471805599453,5.147494476813453,0.0,1.0,576.0,2.0,1970.0,6.8679744089702925,0.0,9.197660318818809,4.110873864173311,5.25227342804663,5.081404364984463,5.0,5.666426688112432,1.791759469228055,4.0,1.9459101490553132,6.8679744089702925,0.0,1970.0,1970.0,2006.0
train,714,6.587550014824796,6.626717749249025,3.0,6.280395838960195,0.0,5.262690188904886,0.0,2.0,475.0,2.0,1976.0,7.299797366758161,0.6931471805599453,9.511777409660299,4.23410650459726,4.110873864173311,5.66988092298052,3.0,3.8066624897703196,2.1972245773362196,6.0,1.9459101490553132,6.587550014824796,0.0,1976.0,2005.0,2010.0
train,715,7.208600337960199,0.0,3.0,0.0,0.0,6.970730078143525,0.6931471805599453,2.0,478.0,2.0,1974.0,7.208600337960199,0.0,9.224341891611996,4.3694478524670215,3.044522437723423,5.1647859739235145,8.0,0.0,1.791759469228055,6.0,2.0794415416798357,6.970730078143525,0.0,1974.0,1974.0,2009.0
train,716,7.3632795869630385,6.88653164253051,3.0,0.0,0.0,6.577861357721047,0.0,1.0,704.0,2.0,1996.0,7.845807502637805,0.6931471805599453,9.287394001418473,4.110873864173311,4.2626798770413155,0.0,7.0,3.8918202981106265,2.1972245773362196,7.0,2.1972245773362196,6.577861357721047,0.0,1890.0,1998.0,2007.0
train,717,7.072421900537371,0.0,3.0,6.98933526597456,0.0,4.532599493153256,0.6931471805599453,1.0,439.0,2.0,1973.0,7.072421900537371,0.6931471805599453,9.210440366976517,4.394449154672439,3.044522437723423,0.0,11.0,0.0,1.9459101490553132,5.0,1.791759469228055,7.0707241072602764,5.41610040220442,1973.0,2000.0,2008.0
train,718,7.189922170745808,6.9975959829819265,3.0,7.068172000388042,0.6931471805599453,4.9344739331306915,0.6931471805599453,2.0,983.0,3.0,1993.0,7.791109510610028,0.6931471805599453,9.26321741157695,4.574710978503383,4.110873864173311,6.480044561926653,8.0,5.043425116919247,1.791759469228055,7.0,2.302585092994046,7.179307969504034,5.5254529391317835,1993.0,1994.0,2008.0
train,719,6.879355804460439,0.0,3.0,6.261491684321042,0.0,6.1070228877422545,0.6931471805599453,1.0,300.0,1.0,1969.0,6.879355804460439,0.6931471805599453,9.202409001649903,4.248495242049359,3.044522437723423,0.0,5.0,0.0,1.9459101490553132,5.0,1.791759469228055,6.879355804460439,0.0,1969.0,1969.0,2006.0
train,720,7.463363045520021,0.0,2.0,7.046647277848756,0.6931471805599453,6.38856140554563,0.6931471805599453,2.0,564.0,2.0,1985.0,7.463363045520021,0.0,8.789355452209982,4.23410650459726,4.795790545596741,0.0,12.0,3.367295829986474,1.791759469228055,8.0,1.791759469228055,7.463363045520021,4.74493212836325,1985.0,1985.0,2006.0
train,721,6.744059186311348,0.0,1.0,6.4967749901858625,0.6931471805599453,5.231108616854587,0.0,1.0,420.0,2.0,2004.0,6.744059186311348,0.0,8.395477432732141,4.23410650459726,4.795790545596741,5.135798437050262,5.0,0.0,1.791759469228055,6.0,1.3862943611198906,6.744059186311348,5.081404364984463,2004.0,2004.0,2010.0
train,722,6.762729506931879,0.0,3.0,5.2574953720277815,0.0,6.513230110912307,0.0,1.0,463.0,2.0,1994.0,6.762729506931879,0.0,9.002208578282412,4.2626798770413155,3.044522437723423,0.0,7.0,0.0,2.0794415416798357,4.0,1.791759469228055,6.762729506931879,0.0,1970.0,1970.0,2009.0
train,723,6.905753276311464,6.161207321695077,4.0,0.0,0.0,6.848005274576363,0.0,2.0,548.0,1.0,1958.0,7.293697720601438,0.0,9.00859131751613,4.110873864173311,3.9318256327243257,0.0,5.0,0.0,1.9459101490553132,4.0,2.0794415416798357,6.848005274576363,0.0,1954.0,1972.0,2008.0
train,724,7.4377951216719325,0.0,3.0,7.118826249062078,0.6931471805599453,6.142037405587356,0.6931471805599453,2.0,768.0,3.0,2007.0,7.4377951216719325,0.0,9.494541392591309,4.465908118654584,3.044522437723423,5.831882477283517,2.0,4.174387269895637,1.791759469228055,9.0,2.1972245773362196,7.4377951216719325,5.793013608384144,2007.0,2008.0,2009.0
train,725,6.762729506931879,0.0,3.0,5.929589143389895,0.0,5.5254529391317835,0.0,1.0,660.0,2.0,1989.0,6.762729506931879,0.0,8.848078421168667,4.110873864173311,3.044522437723423,0.0,11.0,0.0,1.9459101490553132,4.0,1.791759469228055,6.762729506931879,4.574710978503383,1970.0,1970.0,2009.0
train,726,7.427144133408616,0.0,3.0,6.695798917058491,0.6931471805599453,4.290459441148391,0.6931471805599453,2.0,540.0,2.0,1988.0,7.427144133408616,0.0,9.984883190740122,4.23410650459726,3.044522437723423,5.564520407322694,12.0,3.8066624897703196,2.302585092994046,6.0,1.791759469228055,6.78105762593618,5.680172609017068,1988.0,2007.0,2009.0
train,727,7.117205503164344,0.0,2.0,6.586171654854675,0.6931471805599453,6.2324480165505225,0.0,2.0,632.0,2.0,2007.0,7.117205503164344,0.0,8.897682313454224,4.174387269895637,3.044522437723423,4.418840607796598,2.0,0.0,1.791759469228055,7.0,1.9459101490553132,7.117205503164344,4.890349128221754,2007.0,2007.0,2009.0
train,728,7.482681828154651,0.0,4.0,0.0,0.6931471805599453,7.368339686311381,0.0,2.0,888.0,3.0,1968.0,7.482681828154651,0.0,9.348013177101256,4.454347296253507,4.51085950651685,4.564348191467836,7.0,3.258096538021482,1.791759469228055,5.0,2.302585092994046,7.368339686311381,0.0,1958.0,1958.0,2009.0
train,729,6.744059186311348,0.0,2.0,5.030437921392435,0.0,6.444131256700441,0.0,1.0,539.0,2.0,1962.0,7.097548850614793,0.0,8.738895704934043,3.970291913552122,3.4339872044851463,0.0,1.0,3.1780538303479458,1.791759469228055,4.0,1.791759469228055,6.660575149839686,0.0,1925.0,1950.0,2009.0
train,730,7.388327859577107,0.0,2.0,7.074116816197362,0.6931471805599453,6.030685260261263,0.6931471805599453,2.0,608.0,2.0,1995.0,7.388327859577107,0.0,8.592300663903043,3.6888794541139363,4.795790545596741,0.0,3.0,5.030437921392435,1.791759469228055,8.0,1.791759469228055,7.3752557780097545,5.472270673671475,1995.0,1996.0,2010.0
train,731,7.044905117129371,0.0,3.0,6.668228248417403,0.6931471805599453,4.418840607796598,0.6931471805599453,2.0,438.0,2.0,2003.0,7.044905117129371,0.0,9.16858043772795,4.30406509320417,4.394449154672439,6.093569770045136,5.0,3.1354942159291497,1.791759469228055,7.0,1.9459101490553132,6.767343125265392,5.081404364984463,2003.0,2003.0,2007.0
train,732,7.050989447068045,6.778784897685177,3.0,5.53338948872752,0.0,6.804614520062624,0.6931471805599453,2.0,541.0,2.0,1998.0,7.616775808698373,0.6931471805599453,9.341807134718488,4.330733340286331,4.110873864173311,5.313205979041787,7.0,4.442651256490317,1.791759469228055,7.0,2.1972245773362196,7.050989447068045,5.262690188904886,1998.0,1999.0,2008.0
train,733,7.0431599159883405,0.0,3.0,6.38856140554563,0.6931471805599453,5.602118820879701,0.6931471805599453,1.0,264.0,1.0,1961.0,7.0431599159883405,0.0,9.210440366976517,4.394449154672439,3.044522437723423,0.0,3.0,0.0,1.9459101490553132,5.0,1.9459101490553132,6.762729506931879,5.111987788356544,1961.0,1983.0,2009.0
train,734,6.855408798609928,0.0,3.0,0.0,0.0,6.855408798609928,0.0,1.0,300.0,1.0,1968.0,6.855408798609928,0.0,9.102643796520809,4.23410650459726,3.044522437723423,0.0,5.0,0.0,1.791759469228055,5.0,1.9459101490553132,6.855408798609928,4.997212273764115,1968.0,1968.0,2007.0
train,735,6.78105762593618,6.790097235513905,2.0,5.968707559985366,0.0,6.19644412779452,1.0986122886681098,1.0,320.0,2.0,1914.0,7.478169694159785,0.6931471805599453,9.287394001418473,4.110873864173311,4.330733340286331,0.0,10.0,5.834810737062605,2.0794415416798357,7.0,1.9459101490553132,6.78105762593618,0.0,1914.0,1970.0,2006.0
train,736,6.947937068614969,0.0,2.0,0.0,0.0,0.0,0.0,2.0,400.0,2.0,1949.0,6.947937068614969,0.0,9.053101595549691,4.110873864173311,4.51085950651685,0.0,7.0,0.0,1.6094379124341003,3.0,1.9459101490553132,0.0,0.0,1950.0,1950.0,2006.0
train,737,6.804614520062624,6.803505257608338,3.0,0.0,0.0,6.795705775173514,0.6931471805599453,2.0,800.0,3.0,2005.0,7.496652438168283,0.6931471805599453,9.25569607369698,4.290459441148391,4.110873864173311,0.0,6.0,4.762173934797756,1.791759469228055,8.0,2.1972245773362196,6.795705775173514,0.0,2005.0,2005.0,2006.0
train,738,7.0909098220799835,0.0,3.0,7.0909098220799835,1.3862943611198906,0.0,0.0,3.0,0.0,0.0,1987.0,7.0909098220799835,0.0,9.287394001418473,4.110873864173311,4.51085950651685,0.0,3.0,0.0,1.791759469228055,5.0,1.791759469228055,7.0909098220799835,4.795790545596741,1987.0,1988.0,2009.0
train,739,6.762729506931879,6.762729506931879,3.0,0.0,0.0,6.762729506931879,0.0,2.0,572.0,2.0,2004.0,7.455298485683291,0.6931471805599453,9.139273923542323,4.189654742026425,4.110873864173311,0.0,4.0,4.04305126783455,1.791759469228055,7.0,2.0794415416798357,6.762729506931879,5.236441962829949,2004.0,2004.0,2009.0
train,740,6.645090969505644,6.499787040655854,2.0,0.0,0.0,5.579729825986222,0.0,2.0,360.0,2.0,1910.0,7.267525427828172,0.0,9.169622538697624,4.110873864173311,4.2626798770413155,0.0,5.0,0.0,2.0794415416798357,5.0,2.0794415416798357,5.579729825986222,5.602118820879701,1910.0,2002.0,2007.0
train,741,6.816735880594968,0.0,3.0,6.725033642166843,0.6931471805599453,4.394449154672439,0.0,1.0,288.0,1.0,1962.0,6.816735880594968,0.0,8.820108644508608,4.189654742026425,3.044522437723423,0.0,5.0,0.0,2.1972245773362196,6.0,1.791759469228055,6.816735880594968,5.1298987149230735,1961.0,1996.0,2008.0
train,742,7.2078598714324755,0.0,3.0,0.0,0.0,7.2078598714324755,0.0,2.0,539.0,2.0,2000.0,7.2078598714324755,0.0,9.042040056544483,4.189654742026425,3.044522437723423,4.6913478822291435,12.0,4.02535169073515,1.791759469228055,7.0,1.9459101490553132,7.2078598714324755,4.795790545596741,2000.0,2001.0,2007.0
train,743,7.289610521451167,0.0,3.0,6.09807428216624,0.0,4.343805421853684,0.6931471805599453,2.0,480.0,2.0,1997.0,7.289610521451167,0.0,9.46397433028839,4.2626798770413155,4.394449154672439,0.0,10.0,0.0,1.9459101490553132,5.0,1.9459101490553132,6.255750041753367,5.713732805509369,1963.0,1999.0,2009.0
train,744,7.198931240688173,0.0,2.0,6.598509028614515,0.6931471805599453,6.405228458030842,0.6931471805599453,2.0,462.0,2.0,1993.0,7.198931240688173,0.0,8.593413217327646,3.7376696182833684,4.795790545596741,0.0,10.0,0.0,1.791759469228055,8.0,1.791759469228055,7.198931240688173,4.574710978503383,1993.0,1993.0,2008.0
train,745,7.069874128458572,7.340186835320115,4.0,6.3561076606958915,0.0,6.1903154058531475,1.0986122886681098,3.0,831.0,2.0,1994.0,7.906915488678587,0.6931471805599453,9.100971834920818,4.23410650459726,4.110873864173311,5.66988092298052,7.0,5.3230099791384085,2.302585092994046,8.0,2.4849066497880004,7.04141166379481,0.0,1976.0,1996.0,2008.0
