Dataset,Id,OverallQual,GrLivArea,GarageCars,GarageArea,FrstFlrSF,FullBath,YearBuilt,GarageYrBlt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,OpenPorchSF,MasVnrArea,LotArea,TotalBsmtSF,LotFrontage,WoodDeckSF,HalfBath,BsmtFullBath,BedroomAbvGr,BsmtUnfSF,BsmtFinSF1,SndFlrSF,MoSold,YrSold,MSSubClass,OverallCond,SalePrice
train,805,7.0,7.264730177929867,2.0,554.0,7.264730177929867,2.0,2008.0,2008.0,2008.0,1.9459101490553132,0.0,4.110873864173311,5.54907608489522,9.41531995266272,7.257002707092073,4.5217885770490405,5.424950017481403,0.0,0.0,3.0,7.257002707092073,5.755742213586912,5.484796933490655,7.0,2008.0,3.044522437723423,1.791759469228055,5.432323646395771
train,806,5.0,6.8885724595653635,1.0,384.0,6.8885724595653635,2.0,1967.0,1967.0,1967.0,1.9459101490553132,0.0,4.127134385045092,2.70805020110221,9.18512512283512,6.8885724595653635,4.330733340286331,4.23410650459726,0.0,0.0,3.0,4.61512051684126,5.993961427306569,5.484796933490655,10.0,2006.0,4.394449154672439,1.791759469228055,4.916324614625014
train,807,5.0,7.3632795869630385,2.0,528.0,6.9782137426306985,1.0,1923.0,1923.0,2004.0,1.9459101490553132,0.6931471805599453,5.746203190540153,5.602118820879701,9.970445020661009,7.1891677384203225,4.976733742420574,6.754604099487962,0.6931471805599453,1.0986122886681098,3.0,2.772588722239781,7.177782416195197,6.22455842927536,5.0,2009.0,4.2626798770413155,1.9459101490553132,5.413875707182309
train,808,5.0,6.99117688712121,2.0,484.0,6.99117688712121,1.0,1966.0,1966.0,1966.0,1.9459101490553132,0.6931471805599453,3.8066624897703196,6.954638864880987,9.503084610020228,6.932447891572509,4.454347296253507,5.43372200355424,0.0,0.6931471805599453,3.0,5.942799375126701,6.248042874508429,5.484796933490655,6.0,2006.0,4.394449154672439,1.791759469228055,5.081093757744817
train,809,5.0,7.668093709082406,2.0,360.0,6.98100574072173,2.0,1898.0,1910.0,1965.0,2.4849066497880004,0.0,5.056245805348308,5.043425116919247,8.999742789830492,6.745236349484363,4.51085950651685,3.713572066704308,0.0,0.0,2.0,6.745236349484363,3.2188758248682006,6.96979066990159,11.0,2009.0,4.330733340286331,1.791759469228055,4.672828834461906
train,810,6.0,7.177782416195197,2.0,484.0,7.177782416195197,1.0,1974.0,1974.0,1999.0,1.791759469228055,0.6931471805599453,5.0238805208462765,4.605170185988092,9.224341891611996,6.947937068614969,4.3694478524670215,5.583496308781699,0.6931471805599453,0.6931471805599453,3.0,5.638354669333745,6.498282149476434,5.342334251964811,1.0,2006.0,3.044522437723423,1.9459101490553132,5.204006687076795
train,811,6.0,6.744059186311348,2.0,420.0,6.744059186311348,1.0,2004.0,2004.0,2004.0,1.6094379124341003,0.6931471805599453,3.044522437723423,5.135798437050262,8.398184404834035,6.744059186311348,4.23410650459726,4.948759890378168,0.0,0.6931471805599453,1.0,5.231108616854587,6.4967749901858625,5.41610040220442,6.0,2008.0,4.795790545596741,1.791759469228055,4.980176086611547
train,812,5.0,6.951772164398911,2.0,504.0,6.951772164398911,1.0,1952.0,1952.0,1952.0,1.6094379124341003,0.0,2.833213344056216,2.70805020110221,9.072571442231286,6.293419278846481,4.204692619390966,4.174387269895637,0.0,0.0,2.0,6.293419278846481,4.795790545596741,5.60947179518496,6.0,2010.0,3.044522437723423,1.791759469228055,4.042928453275607
train,813,6.0,7.274479558773871,1.0,301.0,7.274479558773871,1.0,1958.0,1958.0,1958.0,2.0794415416798357,0.0,4.31748811353631,5.497168225293202,9.18512512283512,7.274479558773871,4.330733340286331,5.5053315359323625,0.6931471805599453,0.0,4.0,6.727431724850855,6.411818267709897,5.342334251964811,4.0,2007.0,3.044522437723423,1.9459101490553132,5.0682750735426705
train,814,5.0,7.1316985104669115,1.0,280.0,6.532334292222349,1.0,1918.0,1955.0,1950.0,2.0794415416798357,0.0,3.4965075614664802,5.666426688112432,9.017847259860732,6.532334292222349,3.828641396489095,5.337538079701318,0.6931471805599453,0.0,3.0,6.532334292222349,2.833213344056216,6.336825731146441,7.0,2006.0,3.9318256327243257,2.0794415416798357,4.762173934797756
train,815,7.0,7.415776975415394,2.0,598.0,7.415776975415394,2.0,1998.0,1998.0,1998.0,1.9459101490553132,0.0,3.5553480614894135,6.093569770045136,9.4040963063958,7.408530566894626,3.8918202981106265,5.37989735354046,0.0,0.0,3.0,7.408530566894626,6.450470422144176,5.389071729816501,5.0,2010.0,3.044522437723423,1.791759469228055,5.420092423473958
train,816,5.0,6.9167150203536085,1.0,275.0,6.9167150203536085,1.0,1954.0,1954.0,1954.0,1.6094379124341003,0.6931471805599453,3.6109179126442243,5.62040086571715,9.343646739284408,6.9167150203536085,4.23410650459726,5.3471075307174685,0.0,0.0,2.0,6.259581464064923,6.18826412308259,5.484796933490655,7.0,2006.0,3.044522437723423,1.9459101490553132,4.927253685157205
train,817,8.0,7.432483807917119,3.0,857.0,7.432483807917119,2.0,2002.0,2002.0,2002.0,2.0794415416798357,1.0986122886681098,4.0943445622221,5.003946305945459,9.492959650085501,7.358193752733032,4.23410650459726,5.017279836814924,0.0,0.6931471805599453,3.0,5.860786223465865,7.105786129481271,5.198497031265826,7.0,2008.0,3.044522437723423,1.791759469228055,5.605802066295998
train,818,6.0,6.959398512133975,2.0,440.0,6.959398512133975,1.0,1971.0,1971.0,1971.0,1.9459101490553132,0.0,4.634728988229636,4.394449154672439,9.084436955087027,6.918695219020472,4.394449154672439,5.43372200355424,0.0,0.6931471805599453,3.0,6.2285110035911835,6.22455842927536,5.342334251964811,6.0,2010.0,4.394449154672439,2.0794415416798357,5.049856007249537
train,819,7.0,7.214504414151143,2.0,484.0,7.214504414151143,2.0,2009.0,2010.0,2010.0,1.9459101490553132,0.6931471805599453,3.58351893845611,4.859812404361672,8.759668671029939,7.214504414151143,3.8066624897703196,5.262690188904886,0.0,0.6931471805599453,2.0,6.439350371100098,6.598509028614515,4.976733742420574,6.0,2010.0,4.795790545596741,1.791759469228055,5.41610040220442
train,820,7.0,7.403061091090091,2.0,595.0,6.683360945766275,2.0,2003.0,2003.0,2003.0,1.9459101490553132,0.0,3.828641396489095,4.574710978503383,8.885579291282982,6.683360945766275,4.290459441148391,4.919980925828125,0.6931471805599453,0.0,3.0,6.683360945766275,5.5254529391317835,6.736966958001855,6.0,2008.0,4.110873864173311,1.791759469228055,5.214935757608986
train,821,4.0,6.842683282238422,2.0,576.0,6.842683282238422,1.0,1953.0,1974.0,1953.0,1.6094379124341003,0.0,3.4965075614664802,4.330733340286331,8.699681400989514,6.842683282238422,4.110873864173311,5.37989735354046,0.0,0.0,2.0,6.842683282238422,2.833213344056216,5.53338948872752,2.0,2009.0,3.044522437723423,1.6094379124341003,4.543294782270004
train,822,7.0,7.458186157340487,2.0,433.0,6.742880635791903,2.0,2003.0,2003.0,2003.0,2.0794415416798357,0.6931471805599453,3.8918202981106265,3.9512437185814275,9.42504844446929,6.742880635791903,4.23410650459726,4.61512051684126,0.6931471805599453,0.0,3.0,6.742880635791903,5.262690188904886,6.787844982309579,10.0,2007.0,4.110873864173311,1.791759469228055,5.420534999272286
train,823,6.0,7.306531398939505,1.0,240.0,6.851184927493743,2.0,1940.0,1940.0,1950.0,2.0794415416798357,0.6931471805599453,3.713572066704308,6.481577129276431,9.200391041122515,6.658011045870748,4.110873864173311,5.817111159963204,0.0,0.0,3.0,6.658011045870748,5.616771097666572,6.302618975744905,7.0,2009.0,3.9318256327243257,2.0794415416798357,4.945207488773801
train,824,8.0,7.306531398939505,2.0,776.0,7.306531398939505,2.0,2006.0,2006.0,2006.0,2.0794415416798357,0.6931471805599453,4.948759890378168,5.796057750765372,9.325185763645223,7.306531398939505,4.406719247264253,5.262690188904886,0.0,0.0,3.0,7.306531398939505,6.175867270105761,5.43372200355424,6.0,2006.0,3.044522437723423,1.791759469228055,5.453610250954072
train,825,10.0,7.642524134232902,3.0,1220.0,7.642524134232902,2.0,2007.0,2007.0,2008.0,2.0794415416798357,0.6931471805599453,3.828641396489095,6.705639094860003,9.602652693506046,7.639642287858013,4.74493212836325,5.241747015059643,0.0,0.6931471805599453,2.0,6.093569770045136,7.400620577371135,5.937536205082426,6.0,2008.0,3.044522437723423,1.791759469228055,5.955837369464831
train,826,5.0,6.665683717782408,0.0,0.0,6.665683717782408,1.0,1924.0,1924.0,1950.0,1.791759469228055,0.0,3.4339872044851463,5.003946305945459,8.721113147762688,6.665683717782408,3.9318256327243257,5.1298987149230735,0.0,0.6931471805599453,2.0,4.875197323201151,6.665683717782408,5.342334251964811,5.0,2008.0,3.828641396489095,1.9459101490553132,4.705015520957808
train,827,7.0,7.268920128193722,2.0,527.0,7.268920128193722,2.0,2001.0,2001.0,2001.0,1.9459101490553132,0.6931471805599453,3.6888794541139363,5.14166355650266,9.051344640485725,7.282761179605593,4.189654742026425,5.673323267171493,0.0,0.0,3.0,7.268920128193722,3.044522437723423,5.53338948872752,4.0,2009.0,3.044522437723423,1.791759469228055,5.247024072160486
train,828,5.0,7.6624678152002375,2.0,538.0,7.057036981697891,2.0,1967.0,1967.0,1967.0,2.0794415416798357,0.0,4.060443010546419,5.389071729816501,10.264617557935098,6.921658184151129,4.23410650459726,6.18826412308259,0.6931471805599453,0.0,3.0,5.676753802268282,5.521460917862246,6.874198495453294,6.0,2009.0,4.110873864173311,1.791759469228055,5.225746673713202
train,829,7.0,7.1098794630722715,2.0,480.0,6.255750041753367,2.0,2005.0,2005.0,2005.0,1.6094379124341003,0.0,5.117993812416755,6.07073772800249,7.841885928984623,6.398594934535208,3.2188758248682006,4.61512051684126,0.6931471805599453,0.0,2.0,6.398594934535208,4.795790545596741,6.436150368369428,7.0,2006.0,5.081404364984463,1.791759469228055,4.99991133073328
train,830,6.0,7.239214973779806,2.0,458.0,7.239214973779806,1.0,1957.0,1957.0,1957.0,1.9459101490553132,1.0986122886681098,5.41610040220442,5.961005339623274,9.38437770918244,7.239214973779806,4.394449154672439,6.0330862217988015,0.6931471805599453,0.6931471805599453,3.0,5.8664680569332965,6.947937068614969,5.225746673713202,6.0,2008.0,3.044522437723423,1.791759469228055,5.117993812416755
train,831,7.0,7.0909098220799835,2.0,480.0,6.255750041753367,2.0,2005.0,2005.0,2005.0,1.6094379124341003,0.0,5.117993812416755,3.1354942159291497,8.064950891749143,6.398594934535208,3.4339872044851463,3.9889840465642745,0.6931471805599453,0.0,2.0,6.398594934535208,2.833213344056216,6.398594934535208,6.0,2006.0,5.081404364984463,1.791759469228055,5.0238805208462765
train,832,7.0,7.512071245835466,2.0,613.0,6.848005274576363,2.0,2003.0,2003.0,2003.0,2.0794415416798357,0.6931471805599453,3.6888794541139363,5.4116460518550396,9.164191715950203,6.848005274576363,3.8066624897703196,5.262690188904886,0.6931471805599453,0.6931471805599453,3.0,6.129050210060545,6.182084906716632,6.790097235513905,1.0,2010.0,4.110873864173311,1.9459101490553132,5.472270673671475
train,833,6.0,7.324489979348532,2.0,472.0,7.324489979348532,1.0,1964.0,1964.0,1964.0,1.9459101490553132,0.0,4.718498871295094,5.198497031265826,9.210840247017833,7.324489979348532,4.61512051684126,6.056784013228625,0.6931471805599453,0.0,3.0,6.883462586413092,5.2832037287379885,5.365976015021851,2.0,2009.0,3.044522437723423,1.9459101490553132,5.123963979403259
train,834,5.0,7.0431599159883405,2.0,456.0,7.0431599159883405,1.0,1961.0,1961.0,1961.0,1.9459101490553132,0.0,3.8918202981106265,4.919980925828125,8.971575439759016,7.0431599159883405,4.330733340286331,3.970291913552122,0.0,0.6931471805599453,3.0,6.35088571671474,6.35088571671474,5.389071729816501,9.0,2008.0,3.044522437723423,1.9459101490553132,4.948405217560121
train,835,4.0,6.97354301952014,2.0,436.0,6.97354301952014,2.0,1950.0,1996.0,1995.0,1.6094379124341003,0.0,4.02535169073515,5.0238805208462765,9.169622538697624,6.97354301952014,4.110873864173311,5.673323267171493,0.0,0.0,2.0,6.439350371100098,6.093569770045136,5.3981627015177525,2.0,2010.0,3.044522437723423,2.0794415416798357,4.859812404361672
train,836,5.0,7.352441100243583,2.0,812.0,7.352441100243583,1.0,1948.0,1948.0,1973.0,1.791759469228055,0.0,4.762173934797756,5.3981627015177525,8.999742789830492,7.352441100243583,4.51085950651685,5.298317366548036,0.0,0.6931471805599453,2.0,7.108244139731541,5.82600010738045,5.484796933490655,6.0,2007.0,3.4339872044851463,1.9459101490553132,5.0401940963378005
train,837,6.0,6.895682697747868,1.0,264.0,6.182084906716632,1.0,1973.0,1973.0,1973.0,1.791759469228055,0.0,4.394449154672439,5.0689042022202315,7.427144133408616,6.182084906716632,3.091042453358316,4.672828834461906,0.6931471805599453,0.6931471805599453,2.0,5.0369526024136295,5.802118375377063,6.22455842927536,11.0,2008.0,5.081404364984463,1.791759469228055,4.61512051684126
train,838,5.0,7.003065458786462,1.0,352.0,7.003065458786462,1.0,1995.0,1999.0,2006.0,1.9459101490553132,0.0,3.8918202981106265,5.564520407322694,9.161780181360806,7.003065458786462,4.330733340286331,5.631211781821365,0.6931471805599453,0.0,3.0,7.003065458786462,5.655991810819852,5.5053315359323625,6.0,2008.0,3.044522437723423,1.9459101490553132,4.976733742420574
train,839,5.0,7.0909098220799835,1.0,240.0,6.645090969505644,1.0,1946.0,1946.0,1995.0,1.9459101490553132,0.0,3.8501476017100584,4.51085950651685,9.373139262281274,6.645090969505644,4.2626798770413155,2.833213344056216,0.0,0.0,3.0,6.0330862217988015,5.8664680569332965,6.07073772800249,5.0,2008.0,3.9318256327243257,1.9459101490553132,4.879006851617819
train,840,6.0,7.301822342137932,1.0,400.0,6.698268054115413,2.0,1925.0,1934.0,1950.0,2.0794415416798357,0.0,3.970291913552122,5.713732805509369,9.405578154036684,6.511745329644728,4.23410650459726,4.948759890378168,0.0,0.0,4.0,6.248042874508429,5.056245805348308,6.511745329644728,3.0,2008.0,4.2626798770413155,2.1972245773362196,4.948759890378168
train,841,5.0,7.3395376954076745,2.0,686.0,6.8658910748834385,2.0,1904.0,1983.0,2002.0,2.1972245773362196,0.6931471805599453,4.3694478524670215,4.663439094112067,9.25349564229011,6.478509642208569,4.110873864173311,4.2626798770413155,0.0,0.0,3.0,6.478509642208569,4.795790545596741,6.366470447731438,6.0,2008.0,4.2626798770413155,2.1972245773362196,5.065754593317335
train,842,6.0,7.061334366910438,2.0,490.0,7.061334366910438,1.0,1966.0,1966.0,1966.0,1.9459101490553132,0.0,4.867534450455582,5.214935757608986,9.107310471656639,7.028201432058005,4.418840607796598,5.225746673713202,0.6931471805599453,0.6931471805599453,3.0,5.6240175061873385,5.746203190540153,5.198497031265826,5.0,2008.0,4.394449154672439,2.0794415416798357,5.169915651743512
train,843,5.0,7.496097345175956,0.0,0.0,7.496097345175956,2.0,1961.0,1961.0,1961.0,2.3978952727983707,0.0,3.6888794541139363,0.6931471805599453,8.987321812850125,7.496097345175956,4.394449154672439,5.318119993844216,0.0,0.0,6.0,7.496097345175956,6.1675164908883415,5.733341276897746,7.0,2007.0,4.51085950651685,1.6094379124341003,4.955827057601261
train,844,5.0,7.256297239690681,3.0,720.0,6.776506992372183,1.0,1915.0,1949.0,1950.0,2.0794415416798357,0.6931471805599453,3.091042453358316,5.998936561946683,9.446676517076376,6.776506992372183,4.61512051684126,6.037870919922137,0.6931471805599453,0.0,4.0,6.776506992372183,6.118097198041348,6.293419278846481,6.0,2008.0,3.9318256327243257,2.1972245773362196,5.042779747422823
train,845,5.0,7.43955930913332,2.0,611.0,7.43955930913332,2.0,1975.0,1975.0,1981.0,1.9459101490553132,1.0986122886681098,4.248495242049359,4.624972813284271,9.720045368073471,7.237778191923443,4.23410650459726,5.998936561946683,0.0,0.6931471805599453,3.0,5.455321115357702,7.237778191923443,5.3981627015177525,1.0,2007.0,4.454347296253507,1.791759469228055,5.147494476813453
train,846,7.0,7.4821189235521155,2.0,425.0,6.914730892718563,2.0,1993.0,1993.0,1993.0,2.0794415416798357,0.6931471805599453,4.290459441148391,4.927253685157205,9.139703292376742,6.608000625296087,4.330733340286331,5.459585514144159,0.6931471805599453,0.6931471805599453,3.0,5.429345628954441,6.2422232654551655,6.646390514847729,7.0,2009.0,4.110873864173311,1.791759469228055,5.365976015021851
train,847,5.0,6.762729506931879,1.0,338.0,6.762729506931879,1.0,1972.0,1972.0,1972.0,1.791759469228055,0.6931471805599453,3.7612001156935624,5.54907608489522,9.650142492488797,6.762729506931879,3.6109179126442243,4.204692619390966,0.0,0.6931471805599453,3.0,6.003887067106539,6.133398042996649,5.3981627015177525,8.0,2009.0,3.044522437723423,1.9459101490553132,4.901564199041894
train,848,6.0,7.765993079407675,2.0,360.0,7.176254532017144,3.0,1908.0,1908.0,1997.0,2.3978952727983707,0.6931471805599453,3.713572066704308,5.493061443340548,10.727684925086583,6.811244378601294,4.330733340286331,6.18826412308259,0.0,0.0,5.0,6.811244378601294,5.7430031878094825,6.9584483932976555,9.0,2008.0,3.9318256327243257,2.1972245773362196,5.484796933490655
train,849,6.0,7.526178913346146,2.0,512.0,6.9985096422506015,2.0,1976.0,1976.0,1994.0,2.0794415416798357,0.6931471805599453,4.61512051684126,5.8888779583328805,9.169622538697624,6.270988431858299,4.394449154672439,4.736198448394496,0.6931471805599453,0.0,3.0,6.270988431858299,4.394449154672439,6.635946555686647,8.0,2007.0,4.394449154672439,2.0794415416798357,5.236441962829949
train,850,6.0,6.744059186311348,2.0,420.0,6.744059186311348,1.0,2003.0,2003.0,2003.0,1.3862943611198906,0.0,3.8066624897703196,5.14166355650266,8.397508348470257,6.744059186311348,3.6109179126442243,4.948759890378168,0.0,0.6931471805599453,1.0,5.247024072160486,6.492239835020471,5.53338948872752,11.0,2007.0,4.795790545596741,1.791759469228055,4.886582645426277
train,851,8.0,7.284134806195205,2.0,400.0,7.284134806195205,2.0,2003.0,2003.0,2003.0,2.0794415416798357,0.6931471805599453,3.044522437723423,3.713572066704308,8.069968149059841,7.149916836132109,4.23410650459726,4.969813299576001,0.0,0.0,2.0,7.149916836132109,2.833213344056216,5.365976015021851,5.0,2006.0,4.795790545596741,1.791759469228055,5.375278407684165
train,852,7.0,7.4067107301776405,1.0,240.0,6.823286122355687,2.0,1941.0,1941.0,1950.0,2.0794415416798357,1.0986122886681098,4.2626798770413155,5.998936561946683,8.871926251117628,6.823286122355687,3.9889840465642745,5.54907608489522,0.0,0.0,4.0,6.318968113746434,5.8998973535824915,6.591673732008658,8.0,2007.0,4.330733340286331,1.791759469228055,5.10594547390058
train,853,6.0,7.27655640271871,2.0,645.0,7.27655640271871,1.0,1964.0,1964.0,1964.0,2.0794415416798357,0.6931471805599453,5.337538079701318,4.7535901911063645,9.400630098419315,7.028201432058005,4.23410650459726,5.198497031265826,0.6931471805599453,0.0,3.0,6.335054251498059,6.336825731146441,5.225746673713202,8.0,2009.0,4.394449154672439,1.9459101490553132,5.0689042022202315
train,854,5.0,7.484368643286131,2.0,454.0,7.484368643286131,1.0,1955.0,1955.0,1974.0,1.9459101490553132,0.6931471805599453,6.037870919922137,4.736198448394496,9.793728488543389,7.475339236566737,4.634728988229636,5.3471075307174685,0.6931471805599453,0.6931471805599453,3.0,5.921578419643816,5.726847747587197,5.733341276897746,7.0,2006.0,3.044522437723423,1.6094379124341003,5.14166355650266
train,855,5.0,6.947937068614969,1.0,260.0,6.947937068614969,1.0,1962.0,1962.0,2010.0,1.9459101490553132,0.0,4.653960350157523,5.723585101952381,8.838986793496787,6.947937068614969,4.23410650459726,5.60947179518496,0.6931471805599453,0.6931471805599453,3.0,5.945420608606575,6.492239835020471,5.53338948872752,4.0,2010.0,3.044522437723423,2.1972245773362196,4.852030263919617
train,856,6.0,6.934397209928558,2.0,576.0,6.934397209928558,1.0,1978.0,1981.0,1978.0,1.791759469228055,0.0,3.6635616461296463,5.303304908059076,9.30301070681749,6.846943139585379,4.23410650459726,5.241747015059643,0.0,0.6931471805599453,3.0,5.7899601708972535,6.226536669287466,5.43372200355424,10.0,2008.0,4.394449154672439,1.9459101490553132,4.997212273764115
train,857,6.0,7.301147805856032,2.0,343.0,6.555356891810665,2.0,1994.0,1994.0,1995.0,1.9459101490553132,0.6931471805599453,3.6109179126442243,4.6913478822291435,9.002824076547672,6.555356891810665,4.189654742026425,4.795790545596741,0.6931471805599453,0.0,3.0,6.555356891810665,4.394449154672439,6.659293919683638,3.0,2009.0,4.110873864173311,1.791759469228055,5.1647859739235145
train,858,7.0,7.223295679562314,2.0,479.0,7.223295679562314,2.0,1976.0,1976.0,1976.0,1.9459101490553132,0.6931471805599453,4.875197323201151,5.247024072160486,9.249657234353133,6.994849985833071,4.394449154672439,5.484796933490655,0.0,0.0,3.0,6.994849985833071,5.869296913133774,5.60947179518496,6.0,2009.0,3.044522437723423,1.791759469228055,5.030437921392435
train,859,6.0,7.884199933676039,2.0,619.0,7.321849713788356,2.0,1968.0,1968.0,1984.0,2.302585092994046,0.6931471805599453,4.189654742026425,5.3981627015177525,9.308374112247549,6.961296045910167,4.23410650459726,6.311734809152915,0.6931471805599453,0.6931471805599453,4.0,6.077642243349034,6.429719478039138,7.04141166379481,8.0,2006.0,4.110873864173311,2.0794415416798357,5.5254529391317835
train,860,7.0,7.2633296174768365,1.0,216.0,6.816735880594968,1.0,1918.0,1925.0,1998.0,2.0794415416798357,0.6931471805599453,5.484796933490655,4.795790545596741,8.941545475242885,6.816735880594968,4.02535169073515,4.394449154672439,0.6931471805599453,0.0,3.0,6.816735880594968,3.2188758248682006,6.244166900663736,6.0,2007.0,3.9318256327243257,2.1972245773362196,5.252011613671526
train,861,5.0,6.946975992135418,2.0,504.0,6.946975992135418,1.0,1965.0,1965.0,1965.0,1.9459101490553132,0.0,3.295836866004329,5.209486152841421,9.360999248261296,6.946975992135418,4.330733340286331,4.574710978503383,0.6931471805599453,0.6931471805599453,3.0,5.293304824724492,6.7357800142423265,5.733341276897746,4.0,2010.0,5.25227342804663,1.6094379124341003,4.886582645426277
train,862,6.0,7.001245622069476,2.0,480.0,7.001245622069476,2.0,1984.0,1986.0,1985.0,1.9459101490553132,0.0,3.58351893845611,5.198497031265826,9.177093778182547,6.947937068614969,4.406719247264253,3.8918202981106265,0.0,0.0,3.0,6.555356891810665,5.82600010738045,5.342334251964811,5.0,2010.0,3.044522437723423,1.791759469228055,5.030437921392435
train,863,5.0,7.046647277848756,1.0,672.0,7.046647277848756,1.0,1959.0,1959.0,1959.0,1.9459101490553132,0.0,4.2626798770413155,5.53338948872752,8.978660489639687,7.046647277848756,4.2626798770413155,5.796057750765372,0.0,0.6931471805599453,3.0,4.927253685157205,7.046647277848756,4.836281906951478,7.0,2009.0,3.044522437723423,1.791759469228055,4.894101477840304
train,864,7.0,7.224753405767971,2.0,529.0,7.224753405767971,2.0,2007.0,2008.0,2008.0,1.9459101490553132,0.0,4.948759890378168,4.976733742420574,9.0642735958414,7.224753405767971,4.290459441148391,5.863631175598097,0.0,0.0,3.0,7.224753405767971,3.2188758248682006,5.60947179518496,5.0,2008.0,3.044522437723423,1.791759469228055,5.527761030410726
train,865,5.0,6.910750787961936,2.0,902.0,6.910750787961936,1.0,1970.0,1973.0,1970.0,1.791759469228055,0.0,2.833213344056216,4.343805421853684,9.076923258535832,6.910750787961936,4.23410650459726,5.342334251964811,0.0,0.6931471805599453,3.0,5.1647859739235145,6.720220155135295,5.225746673713202,8.0,2009.0,3.044522437723423,1.9459101490553132,5.0072963928307415
train,866,8.0,7.4067107301776405,3.0,870.0,7.4067107301776405,2.0,2006.0,2007.0,2007.0,1.9459101490553132,0.6931471805599453,4.394449154672439,5.616771097666572,9.273972232220956,7.40184157874383,4.219507705176107,5.262690188904886,0.0,0.0,3.0,7.40184157874383,5.53338948872752,5.53338948872752,11.0,2007.0,3.044522437723423,1.791759469228055,5.521060837840906
train,867,4.0,7.02197642307216,2.0,544.0,7.02197642307216,1.0,1961.0,1961.0,1961.0,1.791759469228055,0.0,5.117993812416755,6.124683390894205,8.849513965486398,6.947937068614969,4.454347296253507,5.1298987149230735,0.6931471805599453,0.6931471805599453,3.0,4.6913478822291435,6.838405200847344,4.709530201312334,5.0,2007.0,3.044522437723423,1.791759469228055,4.867534450455582
train,868,5.0,7.749753406274437,2.0,672.0,7.344719054149673,2.0,1948.0,1979.0,1950.0,2.0794415416798357,0.6931471805599453,4.976733742420574,3.7612001156935624,9.599879329534089,6.762729506931879,4.23410650459726,4.795790545596741,0.0,0.0,2.0,6.841615476477592,3.2188758248682006,6.580639137284949,5.0,2006.0,4.110873864173311,1.9459101490553132,5.135798437050262
train,869,7.0,7.575584651557793,2.0,574.0,6.968850378341948,2.0,1993.0,1993.0,1994.0,2.1972245773362196,0.6931471805599453,4.51085950651685,5.5093883366279774,9.204221690968005,6.957497370876951,4.394449154672439,5.056245805348308,0.6931471805599453,0.6931471805599453,3.0,5.707110264748875,6.621405651764134,6.78897174299217,6.0,2010.0,4.110873864173311,1.791759469228055,5.4680601411351315
train,870,5.0,6.796823718274855,1.0,308.0,6.796823718274855,1.0,1962.0,1962.0,1962.0,1.791759469228055,0.0,3.2188758248682006,4.8283137373023015,8.79497643168877,6.796823718274855,4.110873864173311,4.61512051684126,0.0,0.0,2.0,6.796823718274855,4.394449154672439,5.365976015021851,8.0,2009.0,3.044522437723423,1.791759469228055,4.705015520957808
train,871,6.0,7.428333194190806,2.0,523.0,6.690842277418564,2.0,1998.0,1998.0,1998.0,2.0794415416798357,0.0,4.356708826689592,4.762173934797756,9.076923258535832,6.690842277418564,4.2626798770413155,4.976733742420574,0.6931471805599453,0.0,3.0,5.703782474656201,6.226536669287466,6.778784897685177,6.0,2010.0,4.110873864173311,1.791759469228055,5.305789381386738
train,872,5.0,6.814542897259958,2.0,414.0,6.814542897259958,1.0,1953.0,1953.0,1996.0,1.791759469228055,0.0,5.327876168789581,5.831882477283517,9.09301972939964,4.663439094112067,4.31748811353631,5.2832037287379885,0.0,0.0,3.0,4.663439094112067,5.231108616854587,4.976733742420574,10.0,2008.0,3.044522437723423,2.0794415416798357,4.762173934797756
train,873,5.0,7.1459844677143876,1.0,288.0,6.9440872082295275,1.0,1949.0,1949.0,1950.0,1.9459101490553132,0.6931471805599453,3.367295829986474,5.10594547390058,9.404672841436273,6.725033642166843,4.110873864173311,4.795790545596741,0.0,0.0,3.0,6.126869184114185,5.929589143389895,5.209486152841421,9.0,2009.0,3.713572066704308,2.0794415416798357,4.897839799950911
train,874,5.0,7.0317412587631285,1.0,200.0,6.517671272912275,1.0,1941.0,1941.0,1950.0,1.791759469228055,0.0,5.049856007249537,5.327876168789581,8.651898894268529,6.517671272912275,3.970291913552122,3.295836866004329,0.6931471805599453,0.0,3.0,6.517671272912275,3.2188758248682006,6.1224928095143865,8.0,2009.0,3.9318256327243257,1.9459101490553132,4.212127597878484
train,875,8.0,7.8674885686991285,2.0,550.0,7.077498053569231,2.0,2007.0,2007.0,2007.0,2.4849066497880004,0.6931471805599453,5.8998973535824915,6.124683390894205,9.105090961257085,7.077498053569231,4.330733340286331,5.342334251964811,0.6931471805599453,0.0,4.0,7.02197642307216,4.174387269895637,7.2633296174768365,8.0,2007.0,4.110873864173311,1.791759469228055,5.7185955506354
train,876,4.0,6.947937068614969,2.0,648.0,6.947937068614969,1.0,1963.0,1963.0,1963.0,1.791759469228055,0.0,5.117993812416755,4.812184355372417,10.138045708665592,6.970730078143525,4.553876891600541,5.916202062607435,0.0,0.6931471805599453,3.0,6.068425588244111,6.452048954437226,5.484796933490655,1.0,2007.0,3.044522437723423,1.791759469228055,4.892227063045954
