Dataset,Id,Neighborhood,Exterior1st,Exterior2nd,ExterQual,BsmtQual,KitchenQual,GarageFinish,FireplaceQu,BsmtFinType1,HeatingQC,GarageType,BsmtExposure,MSZoning,Foundation,HouseStyle,MasVnrType,BsmtCond,SaleCondition,ExterCond,SaleType,LotShape,BsmtFinType2,GarageQual,Condition1,Electrical,RoofStyle,CentralAir,LotConfig,BldgType,Fence,LandContour,GarageCond,PavedDrive,Functional,MiscFeature,Alley,Condition2,Heating,RoofMatl,LandSlope,PoolQC,Street
train,585,Timber,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Partial,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Gd,Gd,RFn,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,586,BrkSide,Wd Shng,Stucco,WD,RRAn,1Story,Norm,CompShg,Rec,ALQ,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,Gd,SBrkr,none,MnWw,RL,Ex,Mn,Fa,Fin,TA,none,None,Lvl,Reg,Gtl,none,N,Y,Pave
train,587,Sawyer,HdBoard,HdBoard,WD,Norm,SFoyer,Norm,CompShg,ALQ,Unf,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,Av,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,588,ClearCr,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,Tar&Grv,GLQ,Unf,Typ,Attchd,CBlock,Gd,Flat,GasA,TA,TA,Partial,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,Gd,Ex,Unf,TA,none,None,Low,IR1,Sev,none,Y,Y,Pave
train,589,BrkSide,VinylSd,VinylSd,WD,RRAn,1Story,Feedr,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseA,Shed,none,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,P,Y,Pave
train,590,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,591,NridgHt,CmentBd,CemntBd,ConLI,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,Ex,TA,SBrkr,none,none,RL,Ex,Gd,Ex,RFn,Ex,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
train,592,Mitchel,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,Gd,SBrkr,none,none,RL,Ex,No,TA,Fin,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,593,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,RM,Ex,Av,Gd,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,594,CollgCr,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,595,StoneBr,Other,VinylSd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,596,OldTown,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,Fa,Normal,1Fam,Inside,TA,TA,TA,FuseA,none,none,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,N,Pave
train,597,Blmngtn,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,TwnhsE,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Av,Gd,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,598,Crawfor,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,LwQ,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Mn,Gd,Fin,TA,none,BrkFace,Bnk,Reg,Gtl,none,Y,Y,Pave
train,599,Blueste,MetalSd,MetalSd,COD,Norm,2Story,Norm,CompShg,LwQ,GLQ,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,Twnhs,Inside,Gd,Gd,TA,SBrkr,none,GdPrv,RM,TA,No,TA,Fin,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,600,NridgHt,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Ex,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,601,IDOTRR,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RM,TA,No,Gd,Unf,TA,none,None,Bnk,Reg,Gtl,none,P,Y,Pave
train,602,SawyerW,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Mn,Gd,Fin,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,603,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,Pave,Y,Y,Pave
train,604,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Mn,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,605,NAmes,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Fa,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,606,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,Gd,TA,SBrkr,none,GdPrv,RL,Gd,No,Gd,Unf,TA,none,None,Low,IR2,Mod,none,Y,Y,Pave
train,607,Edwards,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,Gd,SBrkr,none,none,RL,Ex,No,Ex,Unf,TA,none,None,Bnk,Reg,Mod,none,Y,Y,Pave
train,608,Crawfor,Wd Sdng,BrkFace,WD,Norm,2Story,Norm,CompShg,BLQ,Unf,Typ,Basment,PConc,Gd,Gable,GasA,TA,TA,Alloca,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,Mn,TA,Unf,TA,none,None,HLS,Reg,Mod,none,Y,Y,Pave
train,609,Sawyer,VinylSd,VinylSd,WD,Feedr,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Fa,TA,TA,SBrkr,none,none,RL,Gd,Mn,TA,Unf,TA,none,BrkCmn,Lvl,Reg,Gtl,none,Y,Y,Pave
train,610,CollgCr,VinylSd,VinylSd,WD,PosN,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Ex,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Mn,Ex,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,611,NWAmes,HdBoard,HdBoard,WD,Norm,SLvl,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,FR2,TA,Gd,TA,SBrkr,Shed,MnPrv,RL,TA,Av,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,612,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,BuiltIn,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Ex,RFn,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,613,Mitchel,VinylSd,VinylSd,New,Feedr,1Story,Norm,CompShg,ALQ,Unf,Typ,none,PConc,none,Gable,GasA,none,none,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,TA,none,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,614,MeadowV,CmentBd,CemntBd,WD,Norm,SFoyer,Norm,CompShg,LwQ,GLQ,Typ,none,CBlock,none,Gable,GasA,none,none,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,RM,Ex,Av,TA,none,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,615,NAmes,MetalSd,MetalSd,WD,Feedr,SFoyer,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,Gd,TA,TA,SBrkr,none,MnPrv,RL,Ex,Gd,Gd,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,616,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,Fin,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,617,NAmes,MetalSd,MetalSd,WD,Artery,1.5Unf,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,Gd,No,Gd,Unf,TA,none,None,HLS,Reg,Mod,none,Y,Y,Pave
train,618,NridgHt,CmentBd,CemntBd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Partial,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Av,Gd,Unf,Ex,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,619,Timber,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,Fin,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,620,Edwards,Stucco,Stucco,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,none,BrkTil,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,TA,TA,FuseF,none,none,RL,TA,No,TA,none,TA,none,None,Lvl,Reg,Gtl,Grvl,N,N,Pave
train,621,NWAmes,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,ALQ,Rec,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,622,Sawyer,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,623,Somerst,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,TA,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Unf,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,624,NWAmes,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Min2,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,625,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,626,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Min1,Attchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,Shed,GdWo,RL,TA,No,TA,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,627,NAmes,AsbShng,AsbShng,WD,Norm,SLvl,Norm,CompShg,BLQ,LwQ,Typ,Basment,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,Av,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,628,NAmes,Plywood,Plywood,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Family,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,Av,Fa,Unf,TA,none,BrkFace,HLS,IR1,Sev,none,Y,Y,Pave
train,629,NAmes,Wd Sdng,Plywood,WD,Feedr,SLvl,Norm,WdShngl,GLQ,Rec,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,GdPrv,RL,TA,Gd,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,630,OldTown,VinylSd,VinylSd,WD,Artery,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,Po,Abnorml,1Fam,Corner,TA,Fa,Fa,FuseA,none,MnPrv,RM,TA,No,Ex,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
train,631,NridgHt,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,Twnhs,Inside,TA,Gd,Gd,SBrkr,none,none,RL,Ex,Mn,Gd,RFn,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,632,NWAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,TA,Hip,GasA,TA,TA,Family,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,TA,No,TA,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,633,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,LwQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,634,OldTown,Plywood,Plywood,WD,Norm,SFoyer,Norm,CompShg,GLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,Duplex,Inside,TA,TA,TA,SBrkr,Shed,GdPrv,RL,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,635,SWISU,VinylSd,VinylSd,WD,Feedr,2.5Fin,Norm,CompShg,LwQ,Unf,Typ,none,CBlock,none,Hip,GasA,none,none,Abnorml,2fmCon,Inside,TA,TA,Fa,FuseA,none,none,RH,Ex,No,Fa,none,Fa,none,None,Bnk,Reg,Gtl,Pave,N,Y,Pave
train,636,BrkSide,AsbShng,AsbShng,ConLw,Norm,1Story,Norm,CompShg,Unf,Unf,Maj1,none,BrkTil,Po,Gable,Grav,none,none,Normal,1Fam,Inside,Fa,TA,Fa,FuseA,none,none,RM,Fa,No,Fa,none,Fa,none,None,Lvl,Reg,Gtl,none,N,N,Pave
train,637,OldTown,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,BuiltIn,CBlock,none,Gable,GasA,TA,TA,Normal,2fmCon,Inside,TA,TA,TA,FuseA,none,none,RM,TA,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,638,Edwards,Wd Sdng,MetalSd,WD,Feedr,1Story,Norm,CompShg,Unf,Unf,Typ,none,CBlock,none,Gable,GasA,none,none,Normal,1Fam,Inside,TA,Fa,TA,FuseA,none,MnPrv,RL,Gd,No,TA,none,TA,none,None,Lvl,Reg,Gtl,none,P,Y,Pave
train,639,Blmngtn,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Partial,TwnhsE,Inside,TA,Gd,Gd,SBrkr,none,none,RL,Ex,Av,Ex,Fin,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,640,NridgHt,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Hip,GasA,TA,TA,Normal,TwnhsE,Inside,TA,Ex,TA,SBrkr,none,none,RL,Ex,Gd,Ex,RFn,Ex,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,641,Somerst,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,Fin,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,642,NAmes,Wd Sdng,Plywood,WD,Norm,SLvl,Norm,CompShg,GLQ,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,Gd,Gd,Ex,Fin,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,643,NWAmes,HdBoard,WdShing,WD,RRAn,2Story,Norm,CompShg,Rec,BLQ,Min1,Attchd,CBlock,none,Mansard,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RL,Ex,No,TA,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,644,Somerst,CmentBd,CemntBd,New,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Ex,TA,SBrkr,none,none,FV,Ex,Mn,Ex,Fin,Ex,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
train,645,NAmes,Plywood,Plywood,WD,Norm,1Story,Norm,CompShg,ALQ,LwQ,Typ,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
train,646,NAmes,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,none,none,Min1,Detchd,CBlock,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,none,none,SBrkr,none,none,RL,Gd,none,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,647,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,Mn,TA,RFn,TA,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
train,648,NAmes,MetalSd,MetalSd,WD,PosN,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,649,MeadowV,CmentBd,CemntBd,WD,Norm,SFoyer,Norm,CompShg,BLQ,GLQ,Typ,none,CBlock,none,Gable,GasA,none,none,Normal,Twnhs,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RM,Gd,Av,TA,none,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,650,Somerst,CmentBd,CemntBd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,FV,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,651,Edwards,MetalSd,MetalSd,WD,Artery,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,Gd,Gable,GasA,Fa,Po,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,Mn,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,P,Y,Pave
train,652,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,653,IDOTRR,MetalSd,MetalSd,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
train,654,NoRidge,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Hip,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,Fin,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,655,BrDale,ImStucc,HdBoard,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Family,Twnhs,Inside,TA,TA,TA,SBrkr,none,none,RM,TA,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,656,NAmes,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,657,Crawfor,Wd Shng,Stucco,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,BrkTil,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Fa,Gd,TA,SBrkr,none,MnPrv,RL,TA,No,TA,RFn,TA,none,None,HLS,Reg,Mod,none,P,Y,Pave
train,658,NAmes,VinylSd,VinylSd,WD,Artery,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,659,Edwards,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,PConc,none,Hip,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,MnPrv,RL,Ex,No,TA,Fin,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,660,NWAmes,Plywood,Plywood,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,TA,No,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,661,NoRidge,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Rec,Typ,Attchd,PConc,TA,Hip,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,Gd,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR2,Gtl,none,Y,Y,Pave
train,662,NAmes,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Maj2,Attchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,Fa,Fa,SBrkr,none,none,RL,Gd,No,TA,RFn,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
train,663,Edwards,Plywood,Plywood,WD,Norm,SFoyer,Norm,CompShg,BLQ,Rec,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,TA,Av,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
train,664,Somerst,VinylSd,VinylSd,New,RRAn,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Ex,Gable,GasA,TA,TA,Partial,1Fam,CulDSac,TA,Ex,TA,SBrkr,none,none,RL,Ex,Mn,Ex,Fin,Gd,none,None,Lvl,IR2,Gtl,none,Y,Y,Pave
train,665,Gilbert,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
train,666,NAmes,Plywood,Plywood,WD,Norm,2Story,Norm,Tar&Grv,LwQ,Rec,Sev,CarPort,CBlock,Po,Flat,GasA,TA,TA,Abnorml,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkCmn,Lvl,IR1,Gtl,none,Y,Y,Pave
