,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
275,4,3,55.0,7264.0,1,0,3,3,4,0,3,2,2,0,0,7.0,7.0,1925.0,2007.0,1,1,13,14,3,0.0,2,2,0,4,4,4,6,0.0,6,0.0,952.0,952.0,2,2,0,4,952.0,596.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,0,5.0,6,0.0,0,5,1978.0,3,2.0,672.0,5,5,2,74.0,0.0,0.0,0.0,144.0,0.0,0,0,0,0.0,10.0,2009.0,8,4
276,0,3,129.0,9196.0,1,0,0,3,4,0,11,2,2,0,2,7.0,5.0,2003.0,2003.0,1,1,12,13,3,0.0,2,4,2,1,4,4,6,0.0,6,0.0,1560.0,1560.0,1,0,1,4,1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,0,1,2003.0,1,2.0,573.0,5,5,2,100.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
277,0,3,140.0,19138.0,1,0,3,3,0,0,8,2,2,0,2,4.0,5.0,1951.0,1951.0,1,1,12,13,3,0.0,3,4,1,4,4,4,4,120.0,6,0.0,744.0,864.0,1,0,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,5,1951.0,3,2.0,400.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
278,0,3,107.0,14450.0,1,0,3,3,4,0,16,2,2,0,2,9.0,5.0,2006.0,2007.0,1,1,5,5,1,315.0,0,4,2,1,4,2,6,0.0,6,0.0,2121.0,2121.0,1,0,1,4,2121.0,0.0,0.0,2121.0,0.0,0.0,2.0,1.0,3.0,1.0,0,8.0,6,1.0,1,1,2007.0,1,3.0,732.0,5,5,2,124.0,98.0,0.0,0.0,142.0,0.0,0,0,0,0.0,5.0,2007.0,6,5
279,5,3,83.0,10005.0,1,0,3,3,4,0,4,2,2,0,5,7.0,5.0,1977.0,1977.0,3,1,9,10,1,299.0,3,4,1,3,4,4,1,392.0,6,0.0,768.0,1160.0,1,0,1,4,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,3,8.0,6,1.0,5,1,1977.0,1,2.0,505.0,5,5,2,288.0,117.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2008.0,8,4
280,5,3,82.0,11287.0,1,0,3,3,4,0,20,2,2,0,5,7.0,6.0,1989.0,1989.0,1,1,9,10,1,340.0,2,4,1,3,4,0,3,421.0,6,0.0,386.0,807.0,1,2,1,4,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,5,1,1989.0,1,2.0,575.0,5,5,2,0.0,84.0,0.0,196.0,0.0,0.0,0,0,0,0.0,1.0,2007.0,8,4
281,0,1,60.0,7200.0,1,2,3,3,4,0,21,2,2,0,2,6.0,5.0,2006.0,2006.0,1,1,12,13,4,68.0,2,4,2,3,4,4,3,905.0,6,0.0,357.0,1262.0,1,2,1,4,1262.0,0.0,0.0,1262.0,0.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,0,1,2006.0,1,2.0,572.0,5,5,2,0.0,120.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2006.0,6,5
282,11,3,34.0,5063.0,1,0,3,3,4,0,16,2,2,3,2,7.0,5.0,2007.0,2008.0,1,1,12,13,4,166.0,2,4,2,3,4,4,3,904.0,6,0.0,410.0,1314.0,1,0,1,4,1314.0,0.0,0.0,1314.0,1.0,0.0,2.0,0.0,2.0,1.0,2,6.0,6,1.0,3,1,2008.0,2,2.0,626.0,5,5,2,172.0,62.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2009.0,5,4
283,0,3,74.0,9612.0,1,0,3,3,4,0,21,1,2,0,2,8.0,5.0,2008.0,2009.0,1,1,12,13,4,72.0,2,4,2,3,4,4,6,0.0,6,0.0,1468.0,1468.0,1,0,1,4,1468.0,0.0,0.0,1468.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,3,1,2008.0,1,3.0,898.0,5,5,2,210.0,150.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2009.0,6,5
284,11,3,50.0,8012.0,1,0,3,3,4,0,20,2,2,4,2,6.0,5.0,1992.0,1992.0,1,1,9,7,3,0.0,2,4,2,3,4,4,3,430.0,6,0.0,1145.0,1575.0,1,2,1,4,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,0,1,1992.0,2,2.0,529.0,5,5,2,0.0,0.0,52.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2007.0,8,4
285,13,1,35.0,4251.0,1,2,0,3,4,0,21,2,2,4,5,7.0,5.0,2006.0,2007.0,1,1,8,8,3,0.0,2,4,2,3,4,4,6,0.0,6,0.0,625.0,625.0,1,0,1,4,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,1.0,2.0,1.0,2,5.0,6,0.0,0,5,2006.0,2,2.0,528.0,5,5,2,0.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,6,5
286,4,3,77.0,9786.0,1,0,0,0,4,0,12,2,2,0,0,6.0,7.0,1962.0,1981.0,1,1,13,14,3,0.0,3,4,1,4,4,4,5,600.0,6,0.0,312.0,912.0,1,4,1,4,1085.0,649.0,0.0,1734.0,0.0,0.0,1.0,1.0,3.0,1.0,2,7.0,6,1.0,3,1,1962.0,2,2.0,440.0,5,5,2,0.0,0.0,0.0,0.0,128.0,0.0,0,1,0,0.0,6.0,2006.0,8,4
287,0,3,68.0,8125.0,1,0,0,3,0,0,12,2,2,0,2,4.0,4.0,1971.0,1971.0,1,1,6,6,3,0.0,3,4,1,4,4,4,1,614.0,6,0.0,244.0,858.0,1,4,1,4,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,8,4
288,0,3,68.0,9819.0,1,0,0,3,4,0,19,2,2,0,2,5.0,5.0,1967.0,1967.0,1,1,8,8,1,31.0,3,2,1,4,4,4,1,450.0,6,0.0,432.0,882.0,1,4,1,4,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,5,1970.0,3,1.0,280.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,2.0,2010.0,8,4
289,6,3,60.0,8730.0,1,0,3,3,4,0,3,6,2,0,5,6.0,7.0,1915.0,2003.0,1,1,13,14,3,0.0,3,4,0,4,4,4,6,0.0,6,0.0,698.0,698.0,1,0,1,0,698.0,698.0,0.0,1396.0,0.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,0.0,0,5,2003.0,3,1.0,384.0,5,5,2,0.0,0.0,0.0,0.0,259.0,0.0,0,0,0,0.0,7.0,2007.0,8,4
290,5,3,120.0,15611.0,1,0,3,3,4,0,5,2,2,0,5,8.0,5.0,2006.0,2006.0,1,1,12,13,3,0.0,2,4,2,3,4,0,6,0.0,6,0.0,1079.0,1079.0,1,0,1,4,1079.0,840.0,0.0,1919.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,1.0,3,1,2006.0,2,2.0,685.0,3,5,2,0.0,51.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,6,5
291,15,3,55.0,5687.0,1,1,3,0,4,0,18,2,2,1,5,5.0,6.0,1912.0,2000.0,1,1,12,13,3,0.0,3,1,2,4,1,4,5,210.0,6,0.0,570.0,780.0,1,0,0,4,936.0,780.0,0.0,1716.0,1.0,0.0,2.0,0.0,6.0,1.0,1,9.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,0,0.0,184.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2008.0,8,4
292,4,3,60.0,11409.0,1,0,3,3,4,0,7,2,2,0,0,5.0,4.0,1949.0,2008.0,1,1,13,14,3,0.0,3,4,1,4,4,4,4,292.0,6,0.0,476.0,768.0,1,2,1,4,1148.0,568.0,0.0,1716.0,0.0,0.0,1.0,1.0,3.0,1.0,3,8.0,3,1.0,3,1,1949.0,3,1.0,281.0,5,5,2,0.0,0.0,0.0,0.0,160.0,0.0,0,0,0,0.0,1.0,2009.0,8,4
293,5,3,68.0,16659.0,1,0,0,3,0,0,14,3,2,0,5,7.0,7.0,1977.0,1994.0,1,1,9,10,1,34.0,3,4,1,4,4,4,0,795.0,6,0.0,0.0,795.0,1,1,1,4,1468.0,795.0,0.0,2263.0,1.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,5,1,1977.0,1,2.0,539.0,5,5,2,0.0,250.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2006.0,8,4
294,0,3,80.0,9600.0,1,0,3,3,4,0,12,2,2,0,2,6.0,5.0,1953.0,1953.0,3,1,6,6,4,238.0,3,4,1,4,4,4,3,1285.0,6,0.0,131.0,1416.0,1,4,1,4,1644.0,0.0,0.0,1644.0,1.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,2.0,3,1,1953.0,1,2.0,418.0,5,5,2,110.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2009.0,8,4
295,8,3,37.0,7937.0,1,0,0,3,1,0,11,2,2,0,7,6.0,6.0,1984.0,1984.0,1,1,6,6,3,0.0,3,4,1,4,4,0,3,819.0,6,0.0,184.0,1003.0,1,4,1,4,1003.0,0.0,0.0,1003.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,5,1984.0,3,2.0,588.0,5,5,2,120.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,3.0,2006.0,8,4
296,4,4,75.0,13710.0,1,0,3,3,4,0,9,2,2,0,0,5.0,5.0,1950.0,1950.0,1,1,13,14,3,0.0,3,4,1,4,4,4,1,420.0,6,0.0,490.0,910.0,1,4,1,0,910.0,648.0,0.0,1558.0,0.0,0.0,1.0,1.0,4.0,1.0,3,6.0,6,0.0,0,1,1950.0,3,1.0,282.0,5,5,2,289.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,6.0,2007.0,8,4
297,5,1,66.0,7399.0,1,2,0,3,4,0,21,2,2,0,5,7.0,5.0,1997.0,1998.0,3,1,12,13,1,1600.0,2,4,2,3,4,4,1,649.0,6,0.0,326.0,975.0,1,0,1,4,975.0,975.0,0.0,1950.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,5,5,1997.0,2,2.0,576.0,5,5,2,0.0,10.0,0.0,0.0,198.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
298,5,3,90.0,11700.0,1,0,3,3,4,0,14,2,2,0,5,6.0,6.0,1968.0,1968.0,4,1,6,1,1,365.0,2,4,1,4,4,4,0,384.0,5,175.0,143.0,702.0,1,2,1,4,1041.0,702.0,0.0,1743.0,0.0,1.0,1.0,2.0,3.0,1.0,3,7.0,6,1.0,3,1,1968.0,3,2.0,539.0,5,5,2,224.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
299,0,3,80.0,14000.0,1,0,3,3,4,0,6,2,2,0,2,6.0,8.0,1950.0,2004.0,1,1,6,6,3,0.0,3,2,1,4,4,4,6,0.0,6,0.0,1092.0,1092.0,1,0,1,4,1152.0,0.0,0.0,1152.0,0.0,1.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,3,1,1950.0,3,1.0,300.0,5,5,2,0.0,36.0,0.0,0.0,0.0,0.0,0,1,0,0.0,8.0,2009.0,8,3
300,15,3,90.0,15750.0,1,0,3,3,0,0,6,2,2,1,2,5.0,5.0,1953.0,1953.0,3,1,8,8,1,56.0,3,4,1,4,4,3,1,841.0,6,0.0,324.0,1165.0,1,4,1,4,1336.0,0.0,0.0,1336.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,2.0,3,1,1953.0,3,1.0,375.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,8,4
301,5,3,66.0,16226.0,1,0,2,3,4,0,5,2,2,0,5,8.0,5.0,1998.0,1999.0,1,1,12,13,3,0.0,2,4,2,3,4,4,3,281.0,6,0.0,747.0,1028.0,1,0,1,4,1210.0,1242.0,0.0,2452.0,0.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,5,3,1998.0,1,2.0,683.0,5,5,2,208.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2007.0,8,4
302,0,3,118.0,13704.0,1,0,0,3,0,0,5,2,2,0,2,7.0,5.0,2001.0,2002.0,1,1,12,13,1,150.0,2,4,2,3,4,4,6,0.0,6,0.0,1541.0,1541.0,1,0,1,4,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,1.0,5,1,2001.0,2,3.0,843.0,5,5,2,468.0,81.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,2006.0,8,4
303,0,3,70.0,9800.0,1,0,3,3,0,0,5,2,2,0,2,5.0,7.0,1972.0,1972.0,1,1,12,13,3,0.0,3,4,2,4,4,4,0,894.0,6,0.0,0.0,894.0,1,4,1,4,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,1,1975.0,3,2.0,552.0,5,5,2,256.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,7.0,2006.0,8,0
304,7,4,87.0,18386.0,1,0,3,3,4,0,17,2,2,0,3,7.0,9.0,1880.0,2002.0,1,1,5,5,3,0.0,3,4,0,4,4,4,6,0.0,6,0.0,1470.0,1470.0,1,0,1,4,1675.0,1818.0,0.0,3493.0,0.0,0.0,3.0,0.0,3.0,1.0,2,10.0,6,1.0,1,1,2003.0,3,3.0,870.0,5,5,2,302.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2008.0,8,4
305,0,3,80.0,10386.0,1,0,3,3,4,0,5,2,2,0,2,8.0,5.0,2004.0,2005.0,1,1,5,5,4,246.0,2,4,2,3,4,4,3,1464.0,6,0.0,536.0,2000.0,1,0,1,4,2000.0,0.0,0.0,2000.0,1.0,0.0,2.0,0.0,3.0,1.0,2,8.0,6,0.0,0,1,2004.0,1,3.0,888.0,5,5,2,168.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2007.0,8,4
306,5,3,116.0,13474.0,1,0,3,3,4,0,20,1,2,0,5,7.0,5.0,1990.0,1991.0,1,1,6,10,1,246.0,2,4,1,3,4,4,0,700.0,6,0.0,0.0,700.0,1,2,1,4,1122.0,1121.0,0.0,2243.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,5,1,1990.0,2,3.0,746.0,5,5,2,127.0,44.0,224.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
307,4,4,68.0,7920.0,1,1,0,3,4,0,9,0,2,0,0,6.0,7.0,1920.0,1950.0,1,1,8,8,3,0.0,3,1,1,4,4,4,6,0.0,6,0.0,319.0,319.0,1,4,1,0,1035.0,371.0,0.0,1406.0,0.0,0.0,1.0,0.0,3.0,1.0,1,6.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,0,0.0,144.0,0.0,0.0,0.0,0.0,0,3,0,0.0,3.0,2008.0,8,4
308,1,3,68.0,12342.0,1,0,0,3,4,0,7,2,2,0,2,4.0,5.0,1940.0,1950.0,1,1,12,13,3,0.0,3,4,1,4,4,4,1,262.0,6,0.0,599.0,861.0,1,0,1,4,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,1.0,1.0,3,4.0,6,0.0,0,5,1961.0,3,2.0,539.0,5,5,2,158.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2009.0,8,4
309,0,3,90.0,12378.0,1,0,0,3,4,0,16,2,2,0,2,9.0,5.0,2003.0,2004.0,1,1,12,13,3,0.0,2,4,2,1,4,2,3,1274.0,6,0.0,622.0,1896.0,1,0,1,4,1944.0,0.0,0.0,1944.0,1.0,0.0,2.0,0.0,3.0,1.0,0,8.0,6,3.0,1,1,2003.0,1,3.0,708.0,5,5,2,208.0,175.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2006.0,8,4
310,5,3,68.0,7685.0,1,0,0,3,4,0,8,2,2,0,5,6.0,5.0,1993.0,1994.0,1,1,6,6,1,112.0,3,4,2,3,4,4,0,518.0,6,0.0,179.0,697.0,1,2,1,4,697.0,804.0,0.0,1501.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,1.0,5,1,1993.0,1,2.0,420.0,5,5,2,190.0,63.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2006.0,8,4
311,0,3,50.0,8000.0,1,0,3,3,4,0,12,2,2,0,2,6.0,6.0,1948.0,2002.0,1,1,12,13,3,0.0,3,2,1,4,4,4,0,680.0,6,0.0,292.0,972.0,1,0,1,4,972.0,0.0,0.0,972.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,3,5,1948.0,3,1.0,240.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2009.0,8,4
312,15,4,65.0,7800.0,1,0,3,3,4,0,17,0,2,1,0,5.0,7.0,1939.0,1950.0,1,1,8,8,3,0.0,3,4,1,3,4,3,5,507.0,6,0.0,286.0,793.0,1,4,1,4,793.0,325.0,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,3,5,1939.0,3,2.0,410.0,5,5,2,0.0,0.0,0.0,0.0,271.0,0.0,0,3,0,0.0,5.0,2006.0,8,4
313,0,3,150.0,215245.0,1,0,2,2,4,2,23,2,2,0,2,7.0,5.0,1965.0,1965.0,3,1,3,3,3,0.0,3,4,1,3,4,2,0,1236.0,5,820.0,80.0,2136.0,2,4,1,4,2036.0,0.0,0.0,2036.0,2.0,0.0,2.0,0.0,3.0,1.0,3,8.0,6,2.0,3,1,1965.0,2,2.0,513.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
314,6,4,60.0,9600.0,1,1,3,3,4,0,17,2,2,0,5,7.0,7.0,1925.0,1990.0,1,1,13,14,3,0.0,3,4,0,4,2,4,4,16.0,6,0.0,712.0,728.0,1,0,1,4,832.0,809.0,0.0,1641.0,0.0,1.0,1.0,1.0,3.0,1.0,0,6.0,6,1.0,3,5,1925.0,3,2.0,546.0,2,5,2,0.0,0.0,234.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2006.0,8,4
315,5,3,71.0,7795.0,1,0,0,3,4,0,8,2,2,0,5,7.0,5.0,2004.0,2005.0,1,1,12,13,3,0.0,2,4,2,3,4,4,3,425.0,6,0.0,291.0,716.0,1,0,1,4,716.0,716.0,0.0,1432.0,1.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,1.0,3,1,2004.0,1,2.0,432.0,5,5,2,100.0,51.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
316,5,3,94.0,13005.0,1,0,0,3,0,0,14,2,2,0,5,7.0,7.0,1980.0,1980.0,1,1,5,5,1,278.0,2,4,1,3,4,4,3,692.0,6,0.0,153.0,845.0,1,4,1,4,1153.0,1200.0,0.0,2353.0,1.0,0.0,2.0,1.0,4.0,1.0,0,10.0,6,1.0,5,1,1983.0,2,2.0,484.0,5,5,2,288.0,195.0,0.0,0.0,0.0,0.0,0,1,0,0.0,8.0,2009.0,8,4
317,5,1,75.0,9000.0,1,0,3,3,4,0,21,2,2,0,5,8.0,5.0,2006.0,2006.0,1,1,12,13,3,0.0,2,4,2,3,4,0,6,0.0,6,0.0,1088.0,1088.0,1,0,1,4,1088.0,871.0,0.0,1959.0,0.0,0.0,2.0,1.0,3.0,1.0,2,8.0,6,1.0,3,1,2006.0,2,3.0,1025.0,5,5,2,208.0,46.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2007.0,8,4
318,5,3,90.0,9900.0,1,0,3,2,4,1,15,2,2,0,5,7.0,5.0,1993.0,1993.0,1,1,6,6,1,256.0,2,4,2,3,4,2,3,987.0,6,0.0,360.0,1347.0,1,0,1,4,1372.0,1274.0,0.0,2646.0,1.0,0.0,2.0,1.0,4.0,1.0,2,9.0,6,1.0,5,1,1993.0,2,3.0,656.0,5,5,2,340.0,60.0,144.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2009.0,8,4
319,8,3,68.0,14115.0,1,0,3,3,4,0,14,2,2,0,7,7.0,5.0,1980.0,1980.0,1,1,9,10,1,225.0,3,4,1,3,4,0,3,1036.0,6,0.0,336.0,1372.0,1,4,1,4,1472.0,0.0,0.0,1472.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,2.0,5,1,1980.0,3,2.0,588.0,5,5,2,233.0,48.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
320,5,3,111.0,16259.0,1,0,3,3,0,0,16,2,2,0,5,9.0,5.0,2006.0,2006.0,1,1,12,13,4,370.0,3,4,2,1,2,0,6,0.0,6,0.0,1249.0,1249.0,1,0,1,4,1249.0,1347.0,0.0,2596.0,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,0.0,0,1,2006.0,2,3.0,840.0,5,5,2,240.0,154.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9.0,2006.0,6,5
321,5,3,99.0,12099.0,1,0,0,3,4,0,16,2,2,0,5,8.0,5.0,2004.0,2004.0,1,1,12,13,1,388.0,2,4,2,1,4,0,3,970.0,6,0.0,166.0,1136.0,1,0,1,4,1136.0,1332.0,0.0,2468.0,1.0,0.0,2.0,1.0,4.0,1.0,2,10.0,6,1.0,3,3,2004.0,1,3.0,872.0,5,5,2,184.0,154.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2007.0,8,4
322,5,3,86.0,10380.0,1,0,0,3,4,0,20,2,2,0,5,7.0,5.0,1986.0,1987.0,1,1,9,10,1,172.0,2,4,1,4,4,2,4,28.0,0,1474.0,0.0,1502.0,1,0,1,4,1553.0,1177.0,0.0,2730.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,5,1,1987.0,1,2.0,576.0,5,5,2,201.0,96.0,0.0,0.0,0.0,0.0,0,3,0,0.0,8.0,2007.0,8,4
323,0,4,49.0,5820.0,1,0,3,3,4,0,17,2,2,0,2,3.0,8.0,1955.0,2005.0,1,1,12,13,3,0.0,3,2,1,4,4,4,0,256.0,6,0.0,906.0,1162.0,1,0,1,4,1163.0,0.0,0.0,1163.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1955.0,3,1.0,220.0,2,5,2,142.0,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
324,8,3,96.0,11275.0,1,0,3,3,0,0,12,4,2,0,7,7.0,7.0,1967.0,2007.0,4,6,13,14,1,300.0,2,2,1,3,4,4,6,0.0,6,0.0,710.0,710.0,1,0,1,4,1898.0,1080.0,0.0,2978.0,0.0,0.0,2.0,1.0,5.0,1.0,2,11.0,6,1.0,3,3,1961.0,1,2.0,564.0,5,5,2,240.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
325,3,4,50.0,5000.0,1,0,3,3,4,0,9,5,2,0,1,5.0,6.0,1941.0,1950.0,1,1,8,8,3,0.0,3,4,1,4,4,0,1,116.0,6,0.0,604.0,720.0,1,3,0,1,803.0,0.0,0.0,803.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,5,1941.0,3,2.0,360.0,5,5,2,0.0,0.0,244.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2007.0,8,4
326,11,3,32.0,10846.0,1,0,0,3,1,0,24,2,2,4,2,8.0,5.0,1993.0,1993.0,1,1,3,3,3,0.0,2,4,2,3,4,2,3,1619.0,6,0.0,100.0,1719.0,1,0,1,4,1719.0,0.0,0.0,1719.0,2.0,0.0,1.0,1.0,1.0,1.0,2,6.0,6,2.0,3,1,1993.0,1,2.0,473.0,5,5,2,122.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2008.0,2,4
327,0,3,80.0,11600.0,1,0,3,3,4,0,12,2,2,0,2,6.0,5.0,1960.0,1960.0,3,1,13,14,1,175.0,3,4,1,4,4,4,5,565.0,6,0.0,818.0,1383.0,1,4,1,4,1383.0,0.0,0.0,1383.0,0.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,0.0,0,1,1960.0,2,1.0,292.0,5,5,2,0.0,45.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2006.0,8,4
328,7,3,68.0,11888.0,1,2,0,0,4,0,3,4,2,0,4,6.0,6.0,1916.0,1994.0,1,1,13,15,3,0.0,3,4,0,4,4,4,6,0.0,6,0.0,844.0,844.0,1,2,0,0,1445.0,689.0,0.0,2134.0,0.0,0.0,2.0,0.0,5.0,1.0,2,10.0,6,0.0,0,5,1930.0,3,2.0,441.0,5,5,2,0.0,60.0,268.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
329,6,4,60.0,6402.0,1,0,3,3,0,0,9,2,2,0,5,5.0,5.0,1920.0,1950.0,1,1,13,15,3,0.0,3,4,2,4,4,3,6,0.0,6,0.0,596.0,596.0,1,4,0,4,596.0,596.0,0.0,1192.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,5,1920.0,3,1.0,189.0,2,2,0,0.0,0.0,137.0,0.0,0.0,0.0,0,2,0,0.0,7.0,2009.0,8,4
330,10,3,68.0,10624.0,1,0,0,3,4,0,12,2,2,2,2,5.0,4.0,1964.0,1964.0,1,1,6,6,1,84.0,3,4,1,4,4,4,3,40.0,5,264.0,1424.0,1728.0,1,4,1,4,1728.0,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,6.0,2.0,3,10.0,6,0.0,0,5,2002.0,3,1.0,352.0,5,5,2,155.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2007.0,8,4
331,0,3,70.0,8176.0,1,0,3,3,4,0,12,2,2,0,2,5.0,6.0,1958.0,1992.0,1,1,13,14,3,0.0,3,4,1,4,4,4,5,846.0,6,0.0,210.0,1056.0,1,1,1,4,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1958.0,2,1.0,308.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2007.0,8,4
